dataid	knownlabel	readtype	predictedlabel	readcounts	ptype
T1	Unrelated	INDEL	pDiscarded	0	Double
T1	Coronaviridae	MM	pDiscarded	48	Double
T1	Human	MM	pDiscarded	7	Double
T1	Influenza	MM	pDiscarded	43	Double
T1	Metapneumovirus	MM	pDiscarded	153	Double
T1	Rhinovirus	MM	pDiscarded	43	Double
T1	Sars_cov_2	MM	pDiscarded	77	Double
T1	Unrelated	MM	pDiscarded	77	Double
T1	Coronaviridae	EQUAL	rc_discarded	0	Double
T1	Human	EQUAL	rc_discarded	3	Double
T1	Influenza	EQUAL	rc_discarded	12	Double
T1	Metapneumovirus	EQUAL	rc_discarded	37	Double
T1	Rhinovirus	EQUAL	rc_discarded	2	Double
T1	Sars_cov_2	EQUAL	rc_discarded	3	Double
T1	Unrelated	EQUAL	rc_discarded	147	Double
T1	Coronaviridae	INDEL	rc_discarded	0	Double
T1	Human	INDEL	rc_discarded	0	Double
T1	Influenza	INDEL	rc_discarded	0	Double
T1	Metapneumovirus	INDEL	rc_discarded	0	Double
T1	Rhinovirus	INDEL	rc_discarded	0	Double
T1	Sars_cov_2	INDEL	rc_discarded	0	Double
T1	Unrelated	INDEL	rc_discarded	0	Double
T1	Coronaviridae	MM	rc_discarded	42	Double
T1	Human	MM	rc_discarded	1	Double
T1	Influenza	MM	rc_discarded	31	Double
T1	Metapneumovirus	MM	rc_discarded	90	Double
T1	Rhinovirus	MM	rc_discarded	33	Double
T1	Sars_cov_2	MM	rc_discarded	141	Double
T1	Unrelated	MM	rc_discarded	37	Double
T1	Coronaviridae	EQUAL	Rhinovirus	0	Double
T1	Human	EQUAL	Rhinovirus	0	Double
T1	Influenza	EQUAL	Rhinovirus	0	Double
T1	Metapneumovirus	EQUAL	Rhinovirus	0	Double
T1	Rhinovirus	EQUAL	Rhinovirus	78371	Double
T1	Sars_cov_2	EQUAL	Rhinovirus	0	Double
T1	Unrelated	EQUAL	Rhinovirus	19	Double
T1	Coronaviridae	INDEL	Rhinovirus	0	Double
T1	Human	INDEL	Rhinovirus	0	Double
T1	Influenza	INDEL	Rhinovirus	0	Double
T1	Metapneumovirus	INDEL	Rhinovirus	0	Double
T1	Rhinovirus	INDEL	Rhinovirus	20	Double
T1	Sars_cov_2	INDEL	Rhinovirus	0	Double
T1	Unrelated	INDEL	Rhinovirus	0	Double
T1	Coronaviridae	MM	Rhinovirus	0	Double
T1	Human	MM	Rhinovirus	0	Double
T1	Influenza	MM	Rhinovirus	0	Double
T1	Metapneumovirus	MM	Rhinovirus	0	Double
T1	Rhinovirus	MM	Rhinovirus	22067	Double
T1	Sars_cov_2	MM	Rhinovirus	0	Double
T1	Unrelated	MM	Rhinovirus	4	Double
T1	Coronaviridae	EQUAL	Sars_cov_2	0	Double
T1	Human	EQUAL	Sars_cov_2	0	Double
T1	Influenza	EQUAL	Sars_cov_2	0	Double
T1	Metapneumovirus	EQUAL	Sars_cov_2	0	Double
T1	Rhinovirus	EQUAL	Sars_cov_2	0	Double
T1	Sars_cov_2	EQUAL	Sars_cov_2	78113	Double
T1	Unrelated	EQUAL	Sars_cov_2	0	Double
T1	Coronaviridae	INDEL	Sars_cov_2	0	Double
T1	Human	INDEL	Sars_cov_2	0	Double
T1	Influenza	INDEL	Sars_cov_2	0	Double
T1	Metapneumovirus	INDEL	Sars_cov_2	0	Double
T1	Rhinovirus	INDEL	Sars_cov_2	0	Double
T1	Sars_cov_2	INDEL	Sars_cov_2	19	Double
T1	Unrelated	INDEL	Sars_cov_2	0	Double
T1	Coronaviridae	MM	Sars_cov_2	0	Double
T1	Human	MM	Sars_cov_2	0	Double
T1	Influenza	MM	Sars_cov_2	0	Double
T1	Metapneumovirus	MM	Sars_cov_2	0	Double
T1	Rhinovirus	MM	Sars_cov_2	0	Double
T1	Sars_cov_2	MM	Sars_cov_2	21833	Double
T1	Unrelated	MM	Sars_cov_2	0	Double
T20	Coronaviridae	EQUAL	Coronaviridae	78968	Single
T20	Human	EQUAL	Coronaviridae	4	Single
T20	Influenza	EQUAL	Coronaviridae	0	Single
T20	Metapneumovirus	EQUAL	Coronaviridae	6	Single
T20	Rhinovirus	EQUAL	Coronaviridae	0	Single
T20	Sars_cov_2	EQUAL	Coronaviridae	0	Single
T20	Unrelated	EQUAL	Coronaviridae	116	Single
T20	Coronaviridae	INDEL	Coronaviridae	22	Single
T20	Human	INDEL	Coronaviridae	0	Single
T20	Influenza	INDEL	Coronaviridae	0	Single
T20	Metapneumovirus	INDEL	Coronaviridae	0	Single
T20	Rhinovirus	INDEL	Coronaviridae	0	Single
T20	Sars_cov_2	INDEL	Coronaviridae	0	Single
T20	Unrelated	INDEL	Coronaviridae	0	Single
T20	Coronaviridae	MM	Coronaviridae	22693	Single
T20	Human	MM	Coronaviridae	1	Single
T20	Influenza	MM	Coronaviridae	0	Single
T20	Metapneumovirus	MM	Coronaviridae	9	Single
T20	Rhinovirus	MM	Coronaviridae	0	Single
T20	Sars_cov_2	MM	Coronaviridae	47	Single
T20	Unrelated	MM	Coronaviridae	36	Single
T20	Coronaviridae	EQUAL	Discarded	243	Single
T20	Human	EQUAL	Discarded	0	Single
T20	Influenza	EQUAL	Discarded	1157	Single
T20	Metapneumovirus	EQUAL	Discarded	0	Single
T20	Rhinovirus	EQUAL	Discarded	956	Single
T20	Sars_cov_2	EQUAL	Discarded	103	Single
T20	Unrelated	EQUAL	Discarded	72	Single
T20	Coronaviridae	INDEL	Discarded	0	Single
T20	Human	INDEL	Discarded	0	Single
T20	Influenza	INDEL	Discarded	0	Single
T20	Metapneumovirus	INDEL	Discarded	0	Single
T20	Rhinovirus	INDEL	Discarded	0	Single
T20	Sars_cov_2	INDEL	Discarded	0	Single
T20	Unrelated	INDEL	Discarded	0	Single
T20	Coronaviridae	MM	Discarded	76	Single
T20	Human	MM	Discarded	0	Single
T20	Influenza	MM	Discarded	324	Single
T20	Metapneumovirus	MM	Discarded	0	Single
T20	Rhinovirus	MM	Discarded	295	Single
T20	Sars_cov_2	MM	Discarded	31	Single
T20	Unrelated	MM	Discarded	15	Single
T20	Coronaviridae	EQUAL	Human	0	Single
T20	Human	EQUAL	Human	77773	Single
T20	Influenza	EQUAL	Human	10	Single
T20	Metapneumovirus	EQUAL	Human	0	Single
T20	Rhinovirus	EQUAL	Human	0	Single
T20	Sars_cov_2	EQUAL	Human	0	Single
T20	Unrelated	EQUAL	Human	77281	Single
T20	Coronaviridae	INDEL	Human	0	Single
T20	Human	INDEL	Human	38	Single
T20	Influenza	INDEL	Human	0	Single
T20	Metapneumovirus	INDEL	Human	0	Single
T20	Rhinovirus	INDEL	Human	0	Single
T20	Sars_cov_2	INDEL	Human	0	Single
T20	Unrelated	INDEL	Human	23	Single
T20	Coronaviridae	MM	Human	21	Single
T20	Human	MM	Human	22360	Single
T20	Influenza	MM	Human	22	Single
T20	Metapneumovirus	MM	Human	32	Single
T20	Rhinovirus	MM	Human	23	Single
T20	Sars_cov_2	MM	Human	18	Single
T20	Unrelated	MM	Human	22169	Single
T20	Coronaviridae	EQUAL	Influenza	0	Single
T20	Human	EQUAL	Influenza	0	Single
T20	Influenza	EQUAL	Influenza	76419	Single
T20	Metapneumovirus	EQUAL	Influenza	0	Single
T20	Rhinovirus	EQUAL	Influenza	0	Single
T20	Sars_cov_2	EQUAL	Influenza	0	Single
T20	Unrelated	EQUAL	Influenza	6	Single
T20	Coronaviridae	INDEL	Influenza	0	Single
T20	Human	INDEL	Influenza	0	Single
T20	Influenza	INDEL	Influenza	26	Single
T20	Metapneumovirus	INDEL	Influenza	0	Single
T20	Rhinovirus	INDEL	Influenza	0	Single
T20	Sars_cov_2	INDEL	Influenza	0	Single
T20	Unrelated	INDEL	Influenza	0	Single
T20	Coronaviridae	MM	Influenza	0	Single
T20	Human	MM	Influenza	0	Single
T20	Influenza	MM	Influenza	22161	Single
T20	Metapneumovirus	MM	Influenza	0	Single
T20	Rhinovirus	MM	Influenza	0	Single
T20	Sars_cov_2	MM	Influenza	0	Single
T20	Unrelated	MM	Influenza	1	Single
T20	Coronaviridae	EQUAL	Metapneumovirus	0	Single
T20	Human	EQUAL	Metapneumovirus	0	Single
T20	Influenza	EQUAL	Metapneumovirus	0	Single
T20	Metapneumovirus	EQUAL	Metapneumovirus	78113	Single
T20	Rhinovirus	EQUAL	Metapneumovirus	0	Single
T20	Sars_cov_2	EQUAL	Metapneumovirus	0	Single
T20	Unrelated	EQUAL	Metapneumovirus	1	Single
T20	Coronaviridae	INDEL	Metapneumovirus	0	Single
T20	Human	INDEL	Metapneumovirus	0	Single
T20	Influenza	INDEL	Metapneumovirus	0	Single
T20	Metapneumovirus	INDEL	Metapneumovirus	23	Single
T20	Rhinovirus	INDEL	Metapneumovirus	0	Single
T20	Sars_cov_2	INDEL	Metapneumovirus	0	Single
T20	Unrelated	INDEL	Metapneumovirus	0	Single
T20	Coronaviridae	MM	Metapneumovirus	0	Single
T20	Human	MM	Metapneumovirus	0	Single
T20	Influenza	MM	Metapneumovirus	0	Single
T20	Metapneumovirus	MM	Metapneumovirus	22168	Single
T20	Rhinovirus	MM	Metapneumovirus	0	Single
T20	Sars_cov_2	MM	Metapneumovirus	0	Single
T20	Unrelated	MM	Metapneumovirus	0	Single
T20	Coronaviridae	EQUAL	pDiscarded	0	Single
T20	Human	EQUAL	pDiscarded	23	Single
T20	Influenza	EQUAL	pDiscarded	23	Single
T20	Metapneumovirus	EQUAL	pDiscarded	46	Single
T20	Rhinovirus	EQUAL	pDiscarded	4	Single
T20	Sars_cov_2	EQUAL	pDiscarded	17	Single
T20	Unrelated	EQUAL	pDiscarded	290	Single
T20	Coronaviridae	INDEL	pDiscarded	0	Single
T20	Human	INDEL	pDiscarded	0	Single
T20	Influenza	INDEL	pDiscarded	0	Single
T20	Metapneumovirus	INDEL	pDiscarded	0	Single
T20	Rhinovirus	INDEL	pDiscarded	0	Single
T20	Sars_cov_2	INDEL	pDiscarded	0	Single
T20	Unrelated	INDEL	pDiscarded	0	Single
T20	Coronaviridae	MM	pDiscarded	53	Single
T20	Human	MM	pDiscarded	5	Single
T20	Influenza	MM	pDiscarded	37	Single
T20	Metapneumovirus	MM	pDiscarded	151	Single
T20	Rhinovirus	MM	pDiscarded	56	Single
T20	Sars_cov_2	MM	pDiscarded	78	Single
T20	Unrelated	MM	pDiscarded	91	Single
T20	Coronaviridae	EQUAL	Rhinovirus	0	Single
T20	Human	EQUAL	Rhinovirus	2	Single
T20	Influenza	EQUAL	Rhinovirus	0	Single
T20	Metapneumovirus	EQUAL	Rhinovirus	0	Single
T20	Rhinovirus	EQUAL	Rhinovirus	78172	Single
T20	Sars_cov_2	EQUAL	Rhinovirus	3	Single
T20	Unrelated	EQUAL	Rhinovirus	60	Single
T20	Coronaviridae	INDEL	Rhinovirus	0	Single
T20	Human	INDEL	Rhinovirus	0	Single
T20	Influenza	INDEL	Rhinovirus	0	Single
T20	Metapneumovirus	INDEL	Rhinovirus	0	Single
T20	Rhinovirus	INDEL	Rhinovirus	23	Single
T20	Sars_cov_2	INDEL	Rhinovirus	0	Single
T20	Unrelated	INDEL	Rhinovirus	0	Single
T20	Coronaviridae	MM	Rhinovirus	0	Single
T20	Human	MM	Rhinovirus	2	Single
T20	Influenza	MM	Rhinovirus	0	Single
T20	Metapneumovirus	MM	Rhinovirus	0	Single
T20	Rhinovirus	MM	Rhinovirus	22420	Single
T20	Sars_cov_2	MM	Rhinovirus	5	Single
T20	Unrelated	MM	Rhinovirus	20	Single
T20	Coronaviridae	EQUAL	Sars_cov_2	0	Single
T20	Human	EQUAL	Sars_cov_2	0	Single
T20	Influenza	EQUAL	Sars_cov_2	0	Single
T20	Metapneumovirus	EQUAL	Sars_cov_2	0	Single
T20	Rhinovirus	EQUAL	Sars_cov_2	0	Single
T20	Sars_cov_2	EQUAL	Sars_cov_2	77796	Single
T20	Unrelated	EQUAL	Sars_cov_2	5	Single
T20	Coronaviridae	INDEL	Sars_cov_2	0	Single
T20	Human	INDEL	Sars_cov_2	0	Single
T20	Influenza	INDEL	Sars_cov_2	0	Single
T20	Metapneumovirus	INDEL	Sars_cov_2	0	Single
T20	Rhinovirus	INDEL	Sars_cov_2	0	Single
T20	Sars_cov_2	INDEL	Sars_cov_2	25	Single
T20	Unrelated	INDEL	Sars_cov_2	0	Single
T20	Coronaviridae	MM	Sars_cov_2	0	Single
T20	Human	MM	Sars_cov_2	0	Single
T20	Influenza	MM	Sars_cov_2	0	Single
T20	Metapneumovirus	MM	Sars_cov_2	0	Single
T20	Rhinovirus	MM	Sars_cov_2	0	Single
T20	Sars_cov_2	MM	Sars_cov_2	22225	Single
T20	Unrelated	MM	Sars_cov_2	1	Single
T20	Coronaviridae	EQUAL	Coronaviridae	78968	Double
T20	Human	EQUAL	Coronaviridae	0	Double
T20	Influenza	EQUAL	Coronaviridae	0	Double
T20	Metapneumovirus	EQUAL	Coronaviridae	0	Double
T20	Rhinovirus	EQUAL	Coronaviridae	0	Double
T20	Sars_cov_2	EQUAL	Coronaviridae	0	Double
T20	Unrelated	EQUAL	Coronaviridae	37	Double
T20	Coronaviridae	INDEL	Coronaviridae	22	Double
T20	Human	INDEL	Coronaviridae	0	Double
T20	Influenza	INDEL	Coronaviridae	0	Double
T20	Metapneumovirus	INDEL	Coronaviridae	0	Double
T20	Rhinovirus	INDEL	Coronaviridae	0	Double
T20	Sars_cov_2	INDEL	Coronaviridae	0	Double
T20	Unrelated	INDEL	Coronaviridae	0	Double
T20	Coronaviridae	MM	Coronaviridae	22657	Double
T20	Human	MM	Coronaviridae	0	Double
T20	Influenza	MM	Coronaviridae	0	Double
T20	Metapneumovirus	MM	Coronaviridae	1	Double
T20	Rhinovirus	MM	Coronaviridae	0	Double
T20	Sars_cov_2	MM	Coronaviridae	6	Double
T20	Unrelated	MM	Coronaviridae	7	Double
T20	Coronaviridae	EQUAL	Discarded	243	Double
T20	Human	EQUAL	Discarded	0	Double
T20	Influenza	EQUAL	Discarded	1157	Double
T20	Metapneumovirus	EQUAL	Discarded	0	Double
T20	Rhinovirus	EQUAL	Discarded	956	Double
T20	Sars_cov_2	EQUAL	Discarded	103	Double
T20	Unrelated	EQUAL	Discarded	72	Double
T20	Coronaviridae	INDEL	Discarded	0	Double
T20	Human	INDEL	Discarded	0	Double
T20	Influenza	INDEL	Discarded	0	Double
T20	Metapneumovirus	INDEL	Discarded	0	Double
T20	Rhinovirus	INDEL	Discarded	0	Double
T20	Sars_cov_2	INDEL	Discarded	0	Double
T20	Unrelated	INDEL	Discarded	0	Double
T20	Coronaviridae	MM	Discarded	76	Double
T20	Human	MM	Discarded	0	Double
T20	Influenza	MM	Discarded	324	Double
T20	Metapneumovirus	MM	Discarded	0	Double
T20	Rhinovirus	MM	Discarded	295	Double
T20	Sars_cov_2	MM	Discarded	31	Double
T20	Unrelated	MM	Discarded	15	Double
T20	Coronaviridae	EQUAL	Human	0	Double
T20	Human	EQUAL	Human	77773	Double
T20	Influenza	EQUAL	Human	10	Double
T20	Metapneumovirus	EQUAL	Human	0	Double
T20	Rhinovirus	EQUAL	Human	0	Double
T20	Sars_cov_2	EQUAL	Human	0	Double
T20	Unrelated	EQUAL	Human	77281	Double
T20	Coronaviridae	INDEL	Human	0	Double
T20	Human	INDEL	Human	38	Double
T20	Influenza	INDEL	Human	0	Double
T20	Metapneumovirus	INDEL	Human	0	Double
T20	Rhinovirus	INDEL	Human	0	Double
T20	Sars_cov_2	INDEL	Human	0	Double
T20	Unrelated	INDEL	Human	23	Double
T20	Coronaviridae	MM	Human	21	Double
T20	Human	MM	Human	22360	Double
T20	Influenza	MM	Human	22	Double
T20	Metapneumovirus	MM	Human	32	Double
T20	Rhinovirus	MM	Human	23	Double
T20	Sars_cov_2	MM	Human	18	Double
T20	Unrelated	MM	Human	22169	Double
T20	Coronaviridae	EQUAL	Influenza	0	Double
T20	Human	EQUAL	Influenza	0	Double
T20	Influenza	EQUAL	Influenza	76397	Double
T20	Metapneumovirus	EQUAL	Influenza	0	Double
T20	Rhinovirus	EQUAL	Influenza	0	Double
T20	Sars_cov_2	EQUAL	Influenza	0	Double
T20	Unrelated	EQUAL	Influenza	1	Double
T20	Coronaviridae	INDEL	Influenza	0	Double
T20	Human	INDEL	Influenza	0	Double
T20	Influenza	INDEL	Influenza	26	Double
T20	Metapneumovirus	INDEL	Influenza	0	Double
T20	Rhinovirus	INDEL	Influenza	0	Double
T20	Sars_cov_2	INDEL	Influenza	0	Double
T20	Unrelated	INDEL	Influenza	0	Double
T20	Coronaviridae	MM	Influenza	0	Double
T20	Human	MM	Influenza	0	Double
T20	Influenza	MM	Influenza	22141	Double
T20	Metapneumovirus	MM	Influenza	0	Double
T20	Rhinovirus	MM	Influenza	0	Double
T20	Sars_cov_2	MM	Influenza	0	Double
T20	Unrelated	MM	Influenza	0	Double
T20	Coronaviridae	EQUAL	Metapneumovirus	0	Double
T20	Human	EQUAL	Metapneumovirus	0	Double
T20	Influenza	EQUAL	Metapneumovirus	0	Double
T20	Metapneumovirus	EQUAL	Metapneumovirus	78092	Double
T20	Rhinovirus	EQUAL	Metapneumovirus	0	Double
T20	Sars_cov_2	EQUAL	Metapneumovirus	0	Double
T20	Unrelated	EQUAL	Metapneumovirus	0	Double
T20	Coronaviridae	INDEL	Metapneumovirus	0	Double
T20	Human	INDEL	Metapneumovirus	0	Double
T20	Influenza	INDEL	Metapneumovirus	0	Double
T20	Metapneumovirus	INDEL	Metapneumovirus	23	Double
T20	Rhinovirus	INDEL	Metapneumovirus	0	Double
T20	Sars_cov_2	INDEL	Metapneumovirus	0	Double
T20	Unrelated	INDEL	Metapneumovirus	0	Double
T20	Coronaviridae	MM	Metapneumovirus	0	Double
T20	Human	MM	Metapneumovirus	0	Double
T20	Influenza	MM	Metapneumovirus	0	Double
T20	Metapneumovirus	MM	Metapneumovirus	22085	Double
T20	Rhinovirus	MM	Metapneumovirus	0	Double
T20	Sars_cov_2	MM	Metapneumovirus	0	Double
T20	Unrelated	MM	Metapneumovirus	0	Double
T20	Coronaviridae	EQUAL	pDiscarded	0	Double
T20	Human	EQUAL	pDiscarded	23	Double
T20	Influenza	EQUAL	pDiscarded	23	Double
T20	Metapneumovirus	EQUAL	pDiscarded	46	Double
T20	Rhinovirus	EQUAL	pDiscarded	4	Double
T20	Sars_cov_2	EQUAL	pDiscarded	17	Double
T20	Unrelated	EQUAL	pDiscarded	290	Double
T20	Coronaviridae	INDEL	pDiscarded	0	Double
T20	Human	INDEL	pDiscarded	0	Double
T20	Influenza	INDEL	pDiscarded	0	Double
T20	Metapneumovirus	INDEL	pDiscarded	0	Double
T20	Rhinovirus	INDEL	pDiscarded	0	Double
T20	Sars_cov_2	INDEL	pDiscarded	0	Double
T20	Unrelated	INDEL	pDiscarded	0	Double
T20	Coronaviridae	MM	pDiscarded	53	Double
T20	Human	MM	pDiscarded	5	Double
T20	Influenza	MM	pDiscarded	37	Double
T20	Metapneumovirus	MM	pDiscarded	151	Double
T20	Rhinovirus	MM	pDiscarded	56	Double
T20	Sars_cov_2	MM	pDiscarded	78	Double
T20	Unrelated	MM	pDiscarded	91	Double
T20	Coronaviridae	EQUAL	rc_discarded	0	Double
T20	Human	EQUAL	rc_discarded	6	Double
T20	Influenza	EQUAL	rc_discarded	22	Double
T20	Metapneumovirus	EQUAL	rc_discarded	27	Double
T20	Rhinovirus	EQUAL	rc_discarded	3	Double
T20	Sars_cov_2	EQUAL	rc_discarded	10	Double
T20	Unrelated	EQUAL	rc_discarded	130	Double
T20	Coronaviridae	INDEL	rc_discarded	0	Double
T20	Human	INDEL	rc_discarded	0	Double
T20	Influenza	INDEL	rc_discarded	0	Double
T20	Metapneumovirus	INDEL	rc_discarded	0	Double
T20	Rhinovirus	INDEL	rc_discarded	0	Double
T20	Sars_cov_2	INDEL	rc_discarded	0	Double
T20	Unrelated	INDEL	rc_discarded	0	Double
T20	Coronaviridae	MM	rc_discarded	36	Double
T20	Human	MM	rc_discarded	3	Double
T20	Influenza	MM	rc_discarded	20	Double
T20	Metapneumovirus	MM	rc_discarded	91	Double
T20	Rhinovirus	MM	rc_discarded	29	Double
T20	Sars_cov_2	MM	rc_discarded	140	Double
T20	Unrelated	MM	rc_discarded	45	Double
T20	Coronaviridae	EQUAL	Rhinovirus	0	Double
T20	Human	EQUAL	Rhinovirus	0	Double
T20	Influenza	EQUAL	Rhinovirus	0	Double
T20	Metapneumovirus	EQUAL	Rhinovirus	0	Double
T20	Rhinovirus	EQUAL	Rhinovirus	78169	Double
T20	Sars_cov_2	EQUAL	Rhinovirus	0	Double
T20	Unrelated	EQUAL	Rhinovirus	20	Double
T20	Coronaviridae	INDEL	Rhinovirus	0	Double
T20	Human	INDEL	Rhinovirus	0	Double
T20	Influenza	INDEL	Rhinovirus	0	Double
T20	Metapneumovirus	INDEL	Rhinovirus	0	Double
T20	Rhinovirus	INDEL	Rhinovirus	23	Double
T20	Sars_cov_2	INDEL	Rhinovirus	0	Double
T20	Unrelated	INDEL	Rhinovirus	0	Double
T20	Coronaviridae	MM	Rhinovirus	0	Double
T20	Human	MM	Rhinovirus	0	Double
T20	Influenza	MM	Rhinovirus	0	Double
T20	Metapneumovirus	MM	Rhinovirus	0	Double
T20	Rhinovirus	MM	Rhinovirus	22391	Double
T20	Sars_cov_2	MM	Rhinovirus	0	Double
T20	Unrelated	MM	Rhinovirus	6	Double
T20	Coronaviridae	EQUAL	Sars_cov_2	0	Double
T20	Human	EQUAL	Sars_cov_2	0	Double
T20	Influenza	EQUAL	Sars_cov_2	0	Double
T20	Metapneumovirus	EQUAL	Sars_cov_2	0	Double
T20	Rhinovirus	EQUAL	Sars_cov_2	0	Double
T20	Sars_cov_2	EQUAL	Sars_cov_2	77789	Double
T20	Unrelated	EQUAL	Sars_cov_2	0	Double
T20	Coronaviridae	INDEL	Sars_cov_2	0	Double
T20	Human	INDEL	Sars_cov_2	0	Double
T20	Influenza	INDEL	Sars_cov_2	0	Double
T20	Metapneumovirus	INDEL	Sars_cov_2	0	Double
T20	Rhinovirus	INDEL	Sars_cov_2	0	Double
T20	Sars_cov_2	INDEL	Sars_cov_2	25	Double
T20	Unrelated	INDEL	Sars_cov_2	0	Double
T20	Coronaviridae	MM	Sars_cov_2	0	Double
T20	Human	MM	Sars_cov_2	0	Double
T20	Influenza	MM	Sars_cov_2	0	Double
T20	Metapneumovirus	MM	Sars_cov_2	0	Double
T20	Rhinovirus	MM	Sars_cov_2	0	Double
T20	Sars_cov_2	MM	Sars_cov_2	22131	Double
T20	Unrelated	MM	Sars_cov_2	0	Double
T21	Coronaviridae	EQUAL	Coronaviridae	79270	Single
T21	Human	EQUAL	Coronaviridae	3	Single
T21	Influenza	EQUAL	Coronaviridae	1	Single
T21	Metapneumovirus	EQUAL	Coronaviridae	4	Single
T21	Rhinovirus	EQUAL	Coronaviridae	0	Single
T21	Sars_cov_2	EQUAL	Coronaviridae	0	Single
T21	Unrelated	EQUAL	Coronaviridae	110	Single
T21	Coronaviridae	INDEL	Coronaviridae	27	Single
T21	Human	INDEL	Coronaviridae	0	Single
T21	Influenza	INDEL	Coronaviridae	0	Single
T21	Metapneumovirus	INDEL	Coronaviridae	0	Single
T21	Rhinovirus	INDEL	Coronaviridae	0	Single
T21	Sars_cov_2	INDEL	Coronaviridae	0	Single
T21	Unrelated	INDEL	Coronaviridae	0	Single
T21	Coronaviridae	MM	Coronaviridae	22342	Single
T21	Human	MM	Coronaviridae	1	Single
T21	Influenza	MM	Coronaviridae	1	Single
T21	Metapneumovirus	MM	Coronaviridae	2	Single
T21	Rhinovirus	MM	Coronaviridae	0	Single
T21	Sars_cov_2	MM	Coronaviridae	42	Single
T21	Unrelated	MM	Coronaviridae	35	Single
T21	Coronaviridae	EQUAL	Discarded	260	Single
T21	Human	EQUAL	Discarded	0	Single
T21	Influenza	EQUAL	Discarded	1163	Single
T21	Metapneumovirus	EQUAL	Discarded	0	Single
T21	Rhinovirus	EQUAL	Discarded	1079	Single
T21	Sars_cov_2	EQUAL	Discarded	96	Single
T21	Unrelated	EQUAL	Discarded	58	Single
T21	Coronaviridae	INDEL	Discarded	0	Single
T21	Human	INDEL	Discarded	0	Single
T21	Influenza	INDEL	Discarded	0	Single
T21	Metapneumovirus	INDEL	Discarded	0	Single
T21	Rhinovirus	INDEL	Discarded	0	Single
T21	Sars_cov_2	INDEL	Discarded	0	Single
T21	Unrelated	INDEL	Discarded	0	Single
T21	Coronaviridae	MM	Discarded	72	Single
T21	Human	MM	Discarded	0	Single
T21	Influenza	MM	Discarded	370	Single
T21	Metapneumovirus	MM	Discarded	0	Single
T21	Rhinovirus	MM	Discarded	294	Single
T21	Sars_cov_2	MM	Discarded	37	Single
T21	Unrelated	MM	Discarded	12	Single
T21	Coronaviridae	EQUAL	Human	0	Single
T21	Human	EQUAL	Human	77904	Single
T21	Influenza	EQUAL	Human	7	Single
T21	Metapneumovirus	EQUAL	Human	0	Single
T21	Rhinovirus	EQUAL	Human	1	Single
T21	Sars_cov_2	EQUAL	Human	0	Single
T21	Unrelated	EQUAL	Human	77544	Single
T21	Coronaviridae	INDEL	Human	0	Single
T21	Human	INDEL	Human	24	Single
T21	Influenza	INDEL	Human	0	Single
T21	Metapneumovirus	INDEL	Human	0	Single
T21	Rhinovirus	INDEL	Human	0	Single
T21	Sars_cov_2	INDEL	Human	0	Single
T21	Unrelated	INDEL	Human	22	Single
T21	Coronaviridae	MM	Human	34	Single
T21	Human	MM	Human	22246	Single
T21	Influenza	MM	Human	21	Single
T21	Metapneumovirus	MM	Human	33	Single
T21	Rhinovirus	MM	Human	21	Single
T21	Sars_cov_2	MM	Human	17	Single
T21	Unrelated	MM	Human	21905	Single
T21	Coronaviridae	EQUAL	Influenza	0	Single
T21	Human	EQUAL	Influenza	0	Single
T21	Influenza	EQUAL	Influenza	76857	Single
T21	Metapneumovirus	EQUAL	Influenza	0	Single
T21	Rhinovirus	EQUAL	Influenza	0	Single
T21	Sars_cov_2	EQUAL	Influenza	0	Single
T21	Unrelated	EQUAL	Influenza	8	Single
T21	Coronaviridae	INDEL	Influenza	0	Single
T21	Human	INDEL	Influenza	0	Single
T21	Influenza	INDEL	Influenza	19	Single
T21	Metapneumovirus	INDEL	Influenza	0	Single
T21	Rhinovirus	INDEL	Influenza	0	Single
T21	Sars_cov_2	INDEL	Influenza	0	Single
T21	Unrelated	INDEL	Influenza	0	Single
T21	Coronaviridae	MM	Influenza	0	Single
T21	Human	MM	Influenza	0	Single
T21	Influenza	MM	Influenza	21728	Single
T21	Metapneumovirus	MM	Influenza	0	Single
T21	Rhinovirus	MM	Influenza	0	Single
T21	Sars_cov_2	MM	Influenza	0	Single
T21	Unrelated	MM	Influenza	4	Single
T21	Coronaviridae	EQUAL	Metapneumovirus	0	Single
T21	Human	EQUAL	Metapneumovirus	0	Single
T21	Influenza	EQUAL	Metapneumovirus	0	Single
T21	Metapneumovirus	EQUAL	Metapneumovirus	78246	Single
T21	Rhinovirus	EQUAL	Metapneumovirus	0	Single
T21	Sars_cov_2	EQUAL	Metapneumovirus	0	Single
T21	Unrelated	EQUAL	Metapneumovirus	3	Single
T21	Coronaviridae	INDEL	Metapneumovirus	0	Single
T21	Human	INDEL	Metapneumovirus	0	Single
T21	Influenza	INDEL	Metapneumovirus	0	Single
T21	Metapneumovirus	INDEL	Metapneumovirus	20	Single
T21	Rhinovirus	INDEL	Metapneumovirus	0	Single
T21	Sars_cov_2	INDEL	Metapneumovirus	0	Single
T21	Unrelated	INDEL	Metapneumovirus	0	Single
T21	Coronaviridae	MM	Metapneumovirus	0	Single
T21	Human	MM	Metapneumovirus	0	Single
T21	Influenza	MM	Metapneumovirus	0	Single
T21	Metapneumovirus	MM	Metapneumovirus	22044	Single
