dataid	knownlabel	readtype	predictedlabel	readcounts	ptype
T49	Rhinovirus	EQUAL	Sars_cov_2	0	Single
T49	Sars_cov_2	EQUAL	Sars_cov_2	78157	Single
T49	Unrelated	EQUAL	Sars_cov_2	2	Single
T49	Coronaviridae	INDEL	Sars_cov_2	0	Single
T49	Human	INDEL	Sars_cov_2	0	Single
T49	Influenza	INDEL	Sars_cov_2	0	Single
T49	Metapneumovirus	INDEL	Sars_cov_2	0	Single
T49	Rhinovirus	INDEL	Sars_cov_2	0	Single
T49	Sars_cov_2	INDEL	Sars_cov_2	27	Single
T49	Unrelated	INDEL	Sars_cov_2	0	Single
T49	Coronaviridae	MM	Sars_cov_2	1	Single
T49	Human	MM	Sars_cov_2	0	Single
T49	Influenza	MM	Sars_cov_2	0	Single
T49	Metapneumovirus	MM	Sars_cov_2	0	Single
T49	Rhinovirus	MM	Sars_cov_2	0	Single
T49	Sars_cov_2	MM	Sars_cov_2	21860	Single
T49	Unrelated	MM	Sars_cov_2	0	Single
T49	Coronaviridae	EQUAL	Coronaviridae	79345	Double
T49	Human	EQUAL	Coronaviridae	0	Double
T49	Influenza	EQUAL	Coronaviridae	0	Double
T49	Metapneumovirus	EQUAL	Coronaviridae	0	Double
T49	Rhinovirus	EQUAL	Coronaviridae	0	Double
T49	Sars_cov_2	EQUAL	Coronaviridae	0	Double
T49	Unrelated	EQUAL	Coronaviridae	36	Double
T49	Coronaviridae	INDEL	Coronaviridae	25	Double
T49	Human	INDEL	Coronaviridae	0	Double
T49	Influenza	INDEL	Coronaviridae	0	Double
T49	Metapneumovirus	INDEL	Coronaviridae	0	Double
T49	Rhinovirus	INDEL	Coronaviridae	0	Double
T49	Sars_cov_2	INDEL	Coronaviridae	0	Double
T49	Unrelated	INDEL	Coronaviridae	0	Double
T49	Coronaviridae	MM	Coronaviridae	22247	Double
T49	Human	MM	Coronaviridae	0	Double
T49	Influenza	MM	Coronaviridae	0	Double
T49	Metapneumovirus	MM	Coronaviridae	0	Double
T49	Rhinovirus	MM	Coronaviridae	0	Double
T49	Sars_cov_2	MM	Coronaviridae	4	Double
T49	Unrelated	MM	Coronaviridae	6	Double
T49	Coronaviridae	EQUAL	Discarded	257	Double
T49	Human	EQUAL	Discarded	0	Double
T49	Influenza	EQUAL	Discarded	1120	Double
T49	Metapneumovirus	EQUAL	Discarded	0	Double
T49	Rhinovirus	EQUAL	Discarded	1029	Double
T49	Sars_cov_2	EQUAL	Discarded	111	Double
T49	Unrelated	EQUAL	Discarded	60	Double
T49	Coronaviridae	INDEL	Discarded	0	Double
T49	Human	INDEL	Discarded	0	Double
T49	Influenza	INDEL	Discarded	0	Double
T49	Metapneumovirus	INDEL	Discarded	0	Double
T49	Rhinovirus	INDEL	Discarded	0	Double
T49	Sars_cov_2	INDEL	Discarded	0	Double
T49	Unrelated	INDEL	Discarded	0	Double
T49	Coronaviridae	MM	Discarded	67	Double
T49	Human	MM	Discarded	0	Double
T49	Influenza	MM	Discarded	332	Double
T49	Metapneumovirus	MM	Discarded	0	Double
T49	Rhinovirus	MM	Discarded	292	Double
T49	Sars_cov_2	MM	Discarded	27	Double
T49	Unrelated	MM	Discarded	33	Double
T49	Coronaviridae	EQUAL	Human	0	Double
T49	Human	EQUAL	Human	78170	Double
T49	Influenza	EQUAL	Human	9	Double
T49	Metapneumovirus	EQUAL	Human	0	Double
T49	Rhinovirus	EQUAL	Human	0	Double
T49	Sars_cov_2	EQUAL	Human	0	Double
T49	Unrelated	EQUAL	Human	77554	Double
T49	Coronaviridae	INDEL	Human	1	Double
T49	Human	INDEL	Human	31	Double
T49	Influenza	INDEL	Human	0	Double
T49	Metapneumovirus	INDEL	Human	0	Double
T49	Rhinovirus	INDEL	Human	0	Double
T49	Sars_cov_2	INDEL	Human	0	Double
T49	Unrelated	INDEL	Human	24	Double
T49	Coronaviridae	MM	Human	27	Double
T49	Human	MM	Human	21973	Double
T49	Influenza	MM	Human	32	Double
T49	Metapneumovirus	MM	Human	47	Double
T49	Rhinovirus	MM	Human	24	Double
T49	Sars_cov_2	MM	Human	12	Double
T49	Unrelated	MM	Human	21879	Double
T49	Coronaviridae	EQUAL	Influenza	0	Double
T49	Human	EQUAL	Influenza	0	Double
T49	Influenza	EQUAL	Influenza	76602	Double
T49	Metapneumovirus	EQUAL	Influenza	0	Double
T49	Rhinovirus	EQUAL	Influenza	0	Double
T49	Sars_cov_2	EQUAL	Influenza	0	Double
T49	Unrelated	EQUAL	Influenza	1	Double
T49	Coronaviridae	INDEL	Influenza	0	Double
T49	Human	INDEL	Influenza	0	Double
T49	Influenza	INDEL	Influenza	19	Double
T49	Metapneumovirus	INDEL	Influenza	0	Double
T49	Rhinovirus	INDEL	Influenza	0	Double
T49	Sars_cov_2	INDEL	Influenza	0	Double
T49	Unrelated	INDEL	Influenza	0	Double
T49	Coronaviridae	MM	Influenza	0	Double
T49	Human	MM	Influenza	0	Double
T49	Influenza	MM	Influenza	21838	Double
T49	Metapneumovirus	MM	Influenza	0	Double
T49	Rhinovirus	MM	Influenza	0	Double
T49	Sars_cov_2	MM	Influenza	0	Double
T49	Unrelated	MM	Influenza	0	Double
T49	Coronaviridae	EQUAL	Metapneumovirus	0	Double
T49	Human	EQUAL	Metapneumovirus	0	Double
T49	Influenza	EQUAL	Metapneumovirus	0	Double
T49	Metapneumovirus	EQUAL	Metapneumovirus	78162	Double
T49	Rhinovirus	EQUAL	Metapneumovirus	0	Double
T49	Sars_cov_2	EQUAL	Metapneumovirus	0	Double
T49	Unrelated	EQUAL	Metapneumovirus	0	Double
T49	Coronaviridae	INDEL	Metapneumovirus	0	Double
T49	Human	INDEL	Metapneumovirus	0	Double
T49	Influenza	INDEL	Metapneumovirus	0	Double
T49	Metapneumovirus	INDEL	Metapneumovirus	21	Double
T49	Rhinovirus	INDEL	Metapneumovirus	0	Double
T49	Sars_cov_2	INDEL	Metapneumovirus	0	Double
T49	Unrelated	INDEL	Metapneumovirus	0	Double
T49	Coronaviridae	MM	Metapneumovirus	0	Double
T49	Human	MM	Metapneumovirus	0	Double
T49	Influenza	MM	Metapneumovirus	0	Double
T49	Metapneumovirus	MM	Metapneumovirus	22018	Double
T49	Rhinovirus	MM	Metapneumovirus	0	Double
T49	Sars_cov_2	MM	Metapneumovirus	0	Double
T49	Unrelated	MM	Metapneumovirus	0	Double
T49	Coronaviridae	EQUAL	pDiscarded	0	Double
T49	Human	EQUAL	pDiscarded	15	Double
T49	Influenza	EQUAL	pDiscarded	34	Double
T49	Metapneumovirus	EQUAL	pDiscarded	32	Double
T49	Rhinovirus	EQUAL	pDiscarded	5	Double
T49	Sars_cov_2	EQUAL	pDiscarded	15	Double
T49	Unrelated	EQUAL	pDiscarded	299	Double
T49	Coronaviridae	INDEL	pDiscarded	0	Double
T49	Human	INDEL	pDiscarded	0	Double
T49	Influenza	INDEL	pDiscarded	0	Double
T49	Metapneumovirus	INDEL	pDiscarded	0	Double
T49	Rhinovirus	INDEL	pDiscarded	0	Double
T49	Sars_cov_2	INDEL	pDiscarded	0	Double
T49	Unrelated	INDEL	pDiscarded	0	Double
T49	Coronaviridae	MM	pDiscarded	57	Double
T49	Human	MM	pDiscarded	8	Double
T49	Influenza	MM	pDiscarded	38	Double
T49	Metapneumovirus	MM	pDiscarded	154	Double
T49	Rhinovirus	MM	pDiscarded	60	Double
T49	Sars_cov_2	MM	pDiscarded	81	Double
T49	Unrelated	MM	pDiscarded	72	Double
T49	Coronaviridae	EQUAL	rc_discarded	0	Double
T49	Human	EQUAL	rc_discarded	8	Double
T49	Influenza	EQUAL	rc_discarded	25	Double
T49	Metapneumovirus	EQUAL	rc_discarded	25	Double
T49	Rhinovirus	EQUAL	rc_discarded	3	Double
T49	Sars_cov_2	EQUAL	rc_discarded	4	Double
T49	Unrelated	EQUAL	rc_discarded	160	Double
T49	Coronaviridae	INDEL	rc_discarded	0	Double
T49	Human	INDEL	rc_discarded	0	Double
T49	Influenza	INDEL	rc_discarded	0	Double
T49	Metapneumovirus	INDEL	rc_discarded	0	Double
T49	Rhinovirus	INDEL	rc_discarded	0	Double
T49	Sars_cov_2	INDEL	rc_discarded	0	Double
T49	Unrelated	INDEL	rc_discarded	0	Double
T49	Coronaviridae	MM	rc_discarded	50	Double
T49	Human	MM	rc_discarded	3	Double
T49	Influenza	MM	rc_discarded	23	Double
T49	Metapneumovirus	MM	rc_discarded	89	Double
T49	Rhinovirus	MM	rc_discarded	32	Double
T49	Sars_cov_2	MM	rc_discarded	128	Double
T49	Unrelated	MM	rc_discarded	32	Double
T49	Coronaviridae	EQUAL	Rhinovirus	0	Double
T49	Human	EQUAL	Rhinovirus	0	Double
T49	Influenza	EQUAL	Rhinovirus	0	Double
T49	Metapneumovirus	EQUAL	Rhinovirus	0	Double
T49	Rhinovirus	EQUAL	Rhinovirus	78414	Double
T49	Sars_cov_2	EQUAL	Rhinovirus	0	Double
T49	Unrelated	EQUAL	Rhinovirus	21	Double
T49	Coronaviridae	INDEL	Rhinovirus	0	Double
T49	Human	INDEL	Rhinovirus	0	Double
T49	Influenza	INDEL	Rhinovirus	0	Double
T49	Metapneumovirus	INDEL	Rhinovirus	0	Double
T49	Rhinovirus	INDEL	Rhinovirus	17	Double
T49	Sars_cov_2	INDEL	Rhinovirus	0	Double
T49	Unrelated	INDEL	Rhinovirus	0	Double
T49	Coronaviridae	MM	Rhinovirus	0	Double
T49	Human	MM	Rhinovirus	1	Double
T49	Influenza	MM	Rhinovirus	0	Double
T49	Metapneumovirus	MM	Rhinovirus	0	Double
T49	Rhinovirus	MM	Rhinovirus	22074	Double
T49	Sars_cov_2	MM	Rhinovirus	0	Double
T49	Unrelated	MM	Rhinovirus	5	Double
T49	Coronaviridae	EQUAL	Sars_cov_2	0	Double
T49	Human	EQUAL	Sars_cov_2	0	Double
T49	Influenza	EQUAL	Sars_cov_2	0	Double
T49	Metapneumovirus	EQUAL	Sars_cov_2	0	Double
T49	Rhinovirus	EQUAL	Sars_cov_2	0	Double
T49	Sars_cov_2	EQUAL	Sars_cov_2	78153	Double
T49	Unrelated	EQUAL	Sars_cov_2	0	Double
T49	Coronaviridae	INDEL	Sars_cov_2	0	Double
T49	Human	INDEL	Sars_cov_2	0	Double
T49	Influenza	INDEL	Sars_cov_2	0	Double
T49	Metapneumovirus	INDEL	Sars_cov_2	0	Double
T49	Rhinovirus	INDEL	Sars_cov_2	0	Double
T49	Sars_cov_2	INDEL	Sars_cov_2	27	Double
T49	Unrelated	INDEL	Sars_cov_2	0	Double
T49	Coronaviridae	MM	Sars_cov_2	0	Double
T49	Human	MM	Sars_cov_2	0	Double
T49	Influenza	MM	Sars_cov_2	0	Double
T49	Metapneumovirus	MM	Sars_cov_2	0	Double
T49	Rhinovirus	MM	Sars_cov_2	0	Double
T49	Sars_cov_2	MM	Sars_cov_2	21782	Double
T49	Unrelated	MM	Sars_cov_2	0	Double
T4	Coronaviridae	EQUAL	Coronaviridae	79333	Single
T4	Human	EQUAL	Coronaviridae	4	Single
T4	Influenza	EQUAL	Coronaviridae	1	Single
T4	Metapneumovirus	EQUAL	Coronaviridae	11	Single
T4	Rhinovirus	EQUAL	Coronaviridae	0	Single
T4	Sars_cov_2	EQUAL	Coronaviridae	0	Single
T4	Unrelated	EQUAL	Coronaviridae	133	Single
T4	Coronaviridae	INDEL	Coronaviridae	16	Single
T4	Human	INDEL	Coronaviridae	0	Single
T4	Influenza	INDEL	Coronaviridae	0	Single
T4	Metapneumovirus	INDEL	Coronaviridae	0	Single
T4	Rhinovirus	INDEL	Coronaviridae	0	Single
T4	Sars_cov_2	INDEL	Coronaviridae	1	Single
T4	Unrelated	INDEL	Coronaviridae	0	Single
T4	Coronaviridae	MM	Coronaviridae	22315	Single
T4	Human	MM	Coronaviridae	0	Single
T4	Influenza	MM	Coronaviridae	1	Single
T4	Metapneumovirus	MM	Coronaviridae	12	Single
T4	Rhinovirus	MM	Coronaviridae	3	Single
T4	Sars_cov_2	MM	Coronaviridae	27	Single
T4	Unrelated	MM	Coronaviridae	28	Single
T4	Coronaviridae	EQUAL	Discarded	248	Single
T4	Human	EQUAL	Discarded	0	Single
T4	Influenza	EQUAL	Discarded	1138	Single
T4	Metapneumovirus	EQUAL	Discarded	0	Single
T4	Rhinovirus	EQUAL	Discarded	1085	Single
T4	Sars_cov_2	EQUAL	Discarded	114	Single
T4	Unrelated	EQUAL	Discarded	71	Single
T4	Coronaviridae	INDEL	Discarded	0	Single
T4	Human	INDEL	Discarded	0	Single
T4	Influenza	INDEL	Discarded	0	Single
T4	Metapneumovirus	INDEL	Discarded	0	Single
T4	Rhinovirus	INDEL	Discarded	0	Single
T4	Sars_cov_2	INDEL	Discarded	0	Single
T4	Unrelated	INDEL	Discarded	0	Single
T4	Coronaviridae	MM	Discarded	73	Single
T4	Human	MM	Discarded	0	Single
T4	Influenza	MM	Discarded	353	Single
T4	Metapneumovirus	MM	Discarded	0	Single
T4	Rhinovirus	MM	Discarded	294	Single
T4	Sars_cov_2	MM	Discarded	24	Single
T4	Unrelated	MM	Discarded	17	Single
T4	Coronaviridae	EQUAL	Human	0	Single
T4	Human	EQUAL	Human	78031	Single
T4	Influenza	EQUAL	Human	12	Single
T4	Metapneumovirus	EQUAL	Human	0	Single
T4	Rhinovirus	EQUAL	Human	0	Single
T4	Sars_cov_2	EQUAL	Human	0	Single
T4	Unrelated	EQUAL	Human	77451	Single
T4	Coronaviridae	INDEL	Human	1	Single
T4	Human	INDEL	Human	28	Single
T4	Influenza	INDEL	Human	0	Single
T4	Metapneumovirus	INDEL	Human	0	Single
T4	Rhinovirus	INDEL	Human	0	Single
T4	Sars_cov_2	INDEL	Human	0	Single
T4	Unrelated	INDEL	Human	22	Single
T4	Coronaviridae	MM	Human	29	Single
T4	Human	MM	Human	22122	Single
T4	Influenza	MM	Human	22	Single
T4	Metapneumovirus	MM	Human	30	Single
T4	Rhinovirus	MM	Human	23	Single
T4	Sars_cov_2	MM	Human	9	Single
T4	Unrelated	MM	Human	22020	Single
T4	Coronaviridae	EQUAL	Influenza	0	Single
T4	Human	EQUAL	Influenza	0	Single
T4	Influenza	EQUAL	Influenza	76792	Single
T4	Metapneumovirus	EQUAL	Influenza	0	Single
T4	Rhinovirus	EQUAL	Influenza	0	Single
T4	Sars_cov_2	EQUAL	Influenza	0	Single
T4	Unrelated	EQUAL	Influenza	9	Single
T4	Coronaviridae	INDEL	Influenza	0	Single
T4	Human	INDEL	Influenza	0	Single
T4	Influenza	INDEL	Influenza	29	Single
T4	Metapneumovirus	INDEL	Influenza	0	Single
T4	Rhinovirus	INDEL	Influenza	0	Single
T4	Sars_cov_2	INDEL	Influenza	0	Single
T4	Unrelated	INDEL	Influenza	0	Single
T4	Coronaviridae	MM	Influenza	0	Single
T4	Human	MM	Influenza	0	Single
T4	Influenza	MM	Influenza	21782	Single
T4	Metapneumovirus	MM	Influenza	0	Single
T4	Rhinovirus	MM	Influenza	0	Single
T4	Sars_cov_2	MM	Influenza	0	Single
T4	Unrelated	MM	Influenza	4	Single
T4	Coronaviridae	EQUAL	Metapneumovirus	0	Single
T4	Human	EQUAL	Metapneumovirus	0	Single
T4	Influenza	EQUAL	Metapneumovirus	0	Single
T4	Metapneumovirus	EQUAL	Metapneumovirus	78202	Single
T4	Rhinovirus	EQUAL	Metapneumovirus	0	Single
T4	Sars_cov_2	EQUAL	Metapneumovirus	0	Single
T4	Unrelated	EQUAL	Metapneumovirus	1	Single
T4	Coronaviridae	INDEL	Metapneumovirus	0	Single
T4	Human	INDEL	Metapneumovirus	0	Single
T4	Influenza	INDEL	Metapneumovirus	0	Single
T4	Metapneumovirus	INDEL	Metapneumovirus	24	Single
T4	Rhinovirus	INDEL	Metapneumovirus	0	Single
T4	Sars_cov_2	INDEL	Metapneumovirus	0	Single
T4	Unrelated	INDEL	Metapneumovirus	0	Single
T4	Coronaviridae	MM	Metapneumovirus	0	Single
T4	Human	MM	Metapneumovirus	0	Single
T4	Influenza	MM	Metapneumovirus	0	Single
T4	Metapneumovirus	MM	Metapneumovirus	22085	Single
T4	Rhinovirus	MM	Metapneumovirus	0	Single
T4	Sars_cov_2	MM	Metapneumovirus	0	Single
T4	Unrelated	MM	Metapneumovirus	0	Single
T4	Coronaviridae	EQUAL	pDiscarded	0	Single
T4	Human	EQUAL	pDiscarded	14	Single
T4	Influenza	EQUAL	pDiscarded	31	Single
T4	Metapneumovirus	EQUAL	pDiscarded	35	Single
T4	Rhinovirus	EQUAL	pDiscarded	8	Single
T4	Sars_cov_2	EQUAL	pDiscarded	17	Single
T4	Unrelated	EQUAL	pDiscarded	286	Single
T4	Coronaviridae	INDEL	pDiscarded	0	Single
T4	Human	INDEL	pDiscarded	0	Single
T4	Influenza	INDEL	pDiscarded	1	Single
T4	Metapneumovirus	INDEL	pDiscarded	0	Single
T4	Rhinovirus	INDEL	pDiscarded	0	Single
T4	Sars_cov_2	INDEL	pDiscarded	0	Single
T4	Unrelated	INDEL	pDiscarded	0	Single
T4	Coronaviridae	MM	pDiscarded	60	Single
T4	Human	MM	pDiscarded	5	Single
T4	Influenza	MM	pDiscarded	36	Single
T4	Metapneumovirus	MM	pDiscarded	149	Single
T4	Rhinovirus	MM	pDiscarded	61	Single
T4	Sars_cov_2	MM	pDiscarded	52	Single
T4	Unrelated	MM	pDiscarded	72	Single
T4	Coronaviridae	EQUAL	Rhinovirus	0	Single
T4	Human	EQUAL	Rhinovirus	3	Single
T4	Influenza	EQUAL	Rhinovirus	0	Single
T4	Metapneumovirus	EQUAL	Rhinovirus	0	Single
T4	Rhinovirus	EQUAL	Rhinovirus	78127	Single
T4	Sars_cov_2	EQUAL	Rhinovirus	1	Single
T4	Unrelated	EQUAL	Rhinovirus	59	Single
T4	Coronaviridae	INDEL	Rhinovirus	0	Single
T4	Human	INDEL	Rhinovirus	0	Single
T4	Influenza	INDEL	Rhinovirus	0	Single
T4	Metapneumovirus	INDEL	Rhinovirus	0	Single
T4	Rhinovirus	INDEL	Rhinovirus	23	Single
T4	Sars_cov_2	INDEL	Rhinovirus	0	Single
T4	Unrelated	INDEL	Rhinovirus	0	Single
T4	Coronaviridae	MM	Rhinovirus	0	Single
T4	Human	MM	Rhinovirus	2	Single
T4	Influenza	MM	Rhinovirus	0	Single
T4	Metapneumovirus	MM	Rhinovirus	0	Single
T4	Rhinovirus	MM	Rhinovirus	22320	Single
T4	Sars_cov_2	MM	Rhinovirus	5	Single
T4	Unrelated	MM	Rhinovirus	20	Single
T4	Coronaviridae	EQUAL	Sars_cov_2	0	Single
T4	Human	EQUAL	Sars_cov_2	0	Single
T4	Influenza	EQUAL	Sars_cov_2	0	Single
T4	Metapneumovirus	EQUAL	Sars_cov_2	0	Single
T4	Rhinovirus	EQUAL	Sars_cov_2	0	Single
T4	Sars_cov_2	EQUAL	Sars_cov_2	77940	Single
T4	Unrelated	EQUAL	Sars_cov_2	0	Single
T4	Coronaviridae	INDEL	Sars_cov_2	0	Single
T4	Human	INDEL	Sars_cov_2	0	Single
T4	Influenza	INDEL	Sars_cov_2	0	Single
T4	Metapneumovirus	INDEL	Sars_cov_2	0	Single
T4	Rhinovirus	INDEL	Sars_cov_2	0	Single
T4	Sars_cov_2	INDEL	Sars_cov_2	29	Single
T4	Unrelated	INDEL	Sars_cov_2	0	Single
T4	Coronaviridae	MM	Sars_cov_2	1	Single
T4	Human	MM	Sars_cov_2	0	Single
T4	Influenza	MM	Sars_cov_2	0	Single
T4	Metapneumovirus	MM	Sars_cov_2	0	Single
T4	Rhinovirus	MM	Sars_cov_2	0	Single
T4	Sars_cov_2	MM	Sars_cov_2	22124	Single
T4	Unrelated	MM	Sars_cov_2	0	Single
T4	Coronaviridae	EQUAL	Coronaviridae	79333	Double
T4	Human	EQUAL	Coronaviridae	1	Double
T4	Influenza	EQUAL	Coronaviridae	0	Double
T4	Metapneumovirus	EQUAL	Coronaviridae	0	Double
T4	Rhinovirus	EQUAL	Coronaviridae	0	Double
T4	Sars_cov_2	EQUAL	Coronaviridae	0	Double
T4	Unrelated	EQUAL	Coronaviridae	43	Double
T4	Coronaviridae	INDEL	Coronaviridae	16	Double
T4	Human	INDEL	Coronaviridae	0	Double
T4	Influenza	INDEL	Coronaviridae	0	Double
T4	Metapneumovirus	INDEL	Coronaviridae	0	Double
T4	Rhinovirus	INDEL	Coronaviridae	0	Double
T4	Sars_cov_2	INDEL	Coronaviridae	0	Double
T4	Unrelated	INDEL	Coronaviridae	0	Double
T4	Coronaviridae	MM	Coronaviridae	22279	Double
T4	Human	MM	Coronaviridae	0	Double
T4	Influenza	MM	Coronaviridae	0	Double
T4	Metapneumovirus	MM	Coronaviridae	0	Double
T4	Rhinovirus	MM	Coronaviridae	0	Double
T4	Sars_cov_2	MM	Coronaviridae	1	Double
T4	Unrelated	MM	Coronaviridae	6	Double
T4	Coronaviridae	EQUAL	Discarded	248	Double
T4	Human	EQUAL	Discarded	0	Double
T4	Influenza	EQUAL	Discarded	1138	Double
T4	Metapneumovirus	EQUAL	Discarded	0	Double
T4	Rhinovirus	EQUAL	Discarded	1085	Double
T4	Sars_cov_2	EQUAL	Discarded	114	Double
T4	Unrelated	EQUAL	Discarded	71	Double
T4	Coronaviridae	INDEL	Discarded	0	Double
T4	Human	INDEL	Discarded	0	Double
T4	Influenza	INDEL	Discarded	0	Double
T4	Metapneumovirus	INDEL	Discarded	0	Double
T4	Rhinovirus	INDEL	Discarded	0	Double
T4	Sars_cov_2	INDEL	Discarded	0	Double
T4	Unrelated	INDEL	Discarded	0	Double
T4	Coronaviridae	MM	Discarded	73	Double
T4	Human	MM	Discarded	0	Double
T4	Influenza	MM	Discarded	353	Double
T4	Metapneumovirus	MM	Discarded	0	Double
T4	Rhinovirus	MM	Discarded	294	Double
T4	Sars_cov_2	MM	Discarded	24	Double
T4	Unrelated	MM	Discarded	17	Double
T4	Coronaviridae	EQUAL	Human	0	Double
T4	Human	EQUAL	Human	78031	Double
T4	Influenza	EQUAL	Human	12	Double
T4	Metapneumovirus	EQUAL	Human	0	Double
T4	Rhinovirus	EQUAL	Human	0	Double
T4	Sars_cov_2	EQUAL	Human	0	Double
T4	Unrelated	EQUAL	Human	77451	Double
T4	Coronaviridae	INDEL	Human	1	Double
T4	Human	INDEL	Human	28	Double
T4	Influenza	INDEL	Human	0	Double
T4	Metapneumovirus	INDEL	Human	0	Double
T4	Rhinovirus	INDEL	Human	0	Double
T4	Sars_cov_2	INDEL	Human	0	Double
T4	Unrelated	INDEL	Human	22	Double
T4	Coronaviridae	MM	Human	29	Double
T4	Human	MM	Human	22122	Double
T4	Influenza	MM	Human	22	Double
T4	Metapneumovirus	MM	Human	30	Double
T4	Rhinovirus	MM	Human	23	Double
T4	Sars_cov_2	MM	Human	9	Double
T4	Unrelated	MM	Human	22020	Double
T4	Coronaviridae	EQUAL	Influenza	0	Double
T4	Human	EQUAL	Influenza	0	Double
T4	Influenza	EQUAL	Influenza	76770	Double
T4	Metapneumovirus	EQUAL	Influenza	0	Double
T4	Rhinovirus	EQUAL	Influenza	0	Double
T4	Sars_cov_2	EQUAL	Influenza	0	Double
T4	Unrelated	EQUAL	Influenza	0	Double
T4	Coronaviridae	INDEL	Influenza	0	Double
T4	Human	INDEL	Influenza	0	Double
T4	Influenza	INDEL	Influenza	29	Double
T4	Metapneumovirus	INDEL	Influenza	0	Double
T4	Rhinovirus	INDEL	Influenza	0	Double
T4	Sars_cov_2	INDEL	Influenza	0	Double
T4	Unrelated	INDEL	Influenza	0	Double
T4	Coronaviridae	MM	Influenza	0	Double
T4	Human	MM	Influenza	0	Double
T4	Influenza	MM	Influenza	21747	Double
T4	Metapneumovirus	MM	Influenza	0	Double
T4	Rhinovirus	MM	Influenza	0	Double
T4	Sars_cov_2	MM	Influenza	0	Double
T4	Unrelated	MM	Influenza	1	Double
T4	Coronaviridae	EQUAL	Metapneumovirus	0	Double
T4	Human	EQUAL	Metapneumovirus	0	Double
T4	Influenza	EQUAL	Metapneumovirus	0	Double
T4	Metapneumovirus	EQUAL	Metapneumovirus	78190	Double
T4	Rhinovirus	EQUAL	Metapneumovirus	0	Double
T4	Sars_cov_2	EQUAL	Metapneumovirus	0	Double
T4	Unrelated	EQUAL	Metapneumovirus	1	Double
T4	Coronaviridae	INDEL	Metapneumovirus	0	Double
T4	Human	INDEL	Metapneumovirus	0	Double
T4	Influenza	INDEL	Metapneumovirus	0	Double
T4	Metapneumovirus	INDEL	Metapneumovirus	23	Double
T4	Rhinovirus	INDEL	Metapneumovirus	0	Double
T4	Sars_cov_2	INDEL	Metapneumovirus	0	Double
T4	Unrelated	INDEL	Metapneumovirus	0	Double
T4	Coronaviridae	MM	Metapneumovirus	0	Double
T4	Human	MM	Metapneumovirus	0	Double
T4	Influenza	MM	Metapneumovirus	0	Double
T4	Metapneumovirus	MM	Metapneumovirus	22013	Double
T4	Rhinovirus	MM	Metapneumovirus	0	Double
T4	Sars_cov_2	MM	Metapneumovirus	0	Double
T4	Unrelated	MM	Metapneumovirus	0	Double
T4	Coronaviridae	EQUAL	pDiscarded	0	Double
T4	Human	EQUAL	pDiscarded	14	Double
T4	Influenza	EQUAL	pDiscarded	31	Double
T4	Metapneumovirus	EQUAL	pDiscarded	35	Double
T4	Rhinovirus	EQUAL	pDiscarded	8	Double
T4	Sars_cov_2	EQUAL	pDiscarded	17	Double
T4	Unrelated	EQUAL	pDiscarded	286	Double
T4	Coronaviridae	INDEL	pDiscarded	0	Double
T4	Human	INDEL	pDiscarded	0	Double
T4	Influenza	INDEL	pDiscarded	1	Double
T4	Metapneumovirus	INDEL	pDiscarded	0	Double
T4	Rhinovirus	INDEL	pDiscarded	0	Double
T4	Sars_cov_2	INDEL	pDiscarded	0	Double
T4	Unrelated	INDEL	pDiscarded	0	Double
T4	Coronaviridae	MM	pDiscarded	60	Double
T4	Human	MM	pDiscarded	5	Double
T4	Influenza	MM	pDiscarded	36	Double
T4	Metapneumovirus	MM	pDiscarded	149	Double
T4	Rhinovirus	MM	pDiscarded	61	Double
T4	Sars_cov_2	MM	pDiscarded	52	Double
T4	Unrelated	MM	pDiscarded	72	Double
T4	Coronaviridae	EQUAL	rc_discarded	0	Double
T4	Human	EQUAL	rc_discarded	5	Double
T4	Influenza	EQUAL	rc_discarded	23	Double
T4	Metapneumovirus	EQUAL	rc_discarded	23	Double
T4	Rhinovirus	EQUAL	rc_discarded	1	Double
T4	Sars_cov_2	EQUAL	rc_discarded	2	Double
T4	Unrelated	EQUAL	rc_discarded	140	Double
T4	Coronaviridae	INDEL	rc_discarded	0	Double
T4	Human	INDEL	rc_discarded	0	Double
T4	Influenza	INDEL	rc_discarded	0	Double
T4	Metapneumovirus	INDEL	rc_discarded	1	Double
T4	Rhinovirus	INDEL	rc_discarded	0	Double
T4	Sars_cov_2	INDEL	rc_discarded	1	Double
T4	Unrelated	INDEL	rc_discarded	0	Double
T4	Coronaviridae	MM	rc_discarded	37	Double
T4	Human	MM	rc_discarded	2	Double
T4	Influenza	MM	rc_discarded	36	Double
T4	Metapneumovirus	MM	rc_discarded	84	Double
T4	Rhinovirus	MM	rc_discarded	28	Double
T4	Sars_cov_2	MM	rc_discarded	110	Double
T4	Unrelated	MM	rc_discarded	39	Double
T4	Coronaviridae	EQUAL	Rhinovirus	0	Double
T4	Human	EQUAL	Rhinovirus	1	Double
T4	Influenza	EQUAL	Rhinovirus	0	Double
T4	Metapneumovirus	EQUAL	Rhinovirus	0	Double
T4	Rhinovirus	EQUAL	Rhinovirus	78126	Double
T4	Sars_cov_2	EQUAL	Rhinovirus	0	Double
T4	Unrelated	EQUAL	Rhinovirus	18	Double
T4	Coronaviridae	INDEL	Rhinovirus	0	Double
T4	Human	INDEL	Rhinovirus	0	Double
