dataid	knownlabel	readtype	predictedlabel	readcounts	testclass
FPRT24	Unrelated	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT24	Human	INDEL	Metapneumovirus	0	Coronaviridae
FPRT24	Influenza	INDEL	Metapneumovirus	0	Coronaviridae
FPRT24	Metapneumovirus	INDEL	Metapneumovirus	14	Coronaviridae
FPRT24	Rhinovirus	INDEL	Metapneumovirus	0	Coronaviridae
FPRT24	Sars_cov_2	INDEL	Metapneumovirus	0	Coronaviridae
FPRT24	Unrelated	INDEL	Metapneumovirus	0	Coronaviridae
FPRT24	Human	MM	Metapneumovirus	0	Coronaviridae
FPRT24	Influenza	MM	Metapneumovirus	0	Coronaviridae
FPRT24	Metapneumovirus	MM	Metapneumovirus	10495	Coronaviridae
FPRT24	Rhinovirus	MM	Metapneumovirus	0	Coronaviridae
FPRT24	Sars_cov_2	MM	Metapneumovirus	0	Coronaviridae
FPRT24	Unrelated	MM	Metapneumovirus	0	Coronaviridae
FPRT24	Human	EQUAL	pDiscarded	5	Coronaviridae
FPRT24	Influenza	EQUAL	pDiscarded	105	Coronaviridae
FPRT24	Metapneumovirus	EQUAL	pDiscarded	21	Coronaviridae
FPRT24	Rhinovirus	EQUAL	pDiscarded	0	Coronaviridae
FPRT24	Sars_cov_2	EQUAL	pDiscarded	6	Coronaviridae
FPRT24	Unrelated	EQUAL	pDiscarded	0	Coronaviridae
FPRT24	Human	INDEL	pDiscarded	0	Coronaviridae
FPRT24	Influenza	INDEL	pDiscarded	0	Coronaviridae
FPRT24	Metapneumovirus	INDEL	pDiscarded	0	Coronaviridae
FPRT24	Rhinovirus	INDEL	pDiscarded	0	Coronaviridae
FPRT24	Sars_cov_2	INDEL	pDiscarded	0	Coronaviridae
FPRT24	Unrelated	INDEL	pDiscarded	0	Coronaviridae
FPRT24	Human	MM	pDiscarded	1	Coronaviridae
FPRT24	Influenza	MM	pDiscarded	123	Coronaviridae
FPRT24	Metapneumovirus	MM	pDiscarded	76	Coronaviridae
FPRT24	Rhinovirus	MM	pDiscarded	14	Coronaviridae
FPRT24	Sars_cov_2	MM	pDiscarded	47	Coronaviridae
FPRT24	Unrelated	MM	pDiscarded	0	Coronaviridae
FPRT24	Human	EQUAL	rc_discarded	2	Coronaviridae
FPRT24	Influenza	EQUAL	rc_discarded	51	Coronaviridae
FPRT24	Metapneumovirus	EQUAL	rc_discarded	15	Coronaviridae
FPRT24	Rhinovirus	EQUAL	rc_discarded	0	Coronaviridae
FPRT24	Sars_cov_2	EQUAL	rc_discarded	9	Coronaviridae
FPRT24	Unrelated	EQUAL	rc_discarded	0	Coronaviridae
FPRT24	Human	INDEL	rc_discarded	0	Coronaviridae
FPRT24	Influenza	INDEL	rc_discarded	0	Coronaviridae
FPRT24	Metapneumovirus	INDEL	rc_discarded	0	Coronaviridae
FPRT24	Rhinovirus	INDEL	rc_discarded	0	Coronaviridae
FPRT24	Sars_cov_2	INDEL	rc_discarded	0	Coronaviridae
FPRT24	Unrelated	INDEL	rc_discarded	0	Coronaviridae
FPRT24	Human	MM	rc_discarded	0	Coronaviridae
FPRT24	Influenza	MM	rc_discarded	100	Coronaviridae
FPRT24	Metapneumovirus	MM	rc_discarded	38	Coronaviridae
FPRT24	Rhinovirus	MM	rc_discarded	4	Coronaviridae
FPRT24	Sars_cov_2	MM	rc_discarded	85	Coronaviridae
FPRT24	Unrelated	MM	rc_discarded	0	Coronaviridae
FPRT24	Human	EQUAL	Rhinovirus	0	Coronaviridae
FPRT24	Influenza	EQUAL	Rhinovirus	0	Coronaviridae
FPRT24	Metapneumovirus	EQUAL	Rhinovirus	0	Coronaviridae
FPRT24	Rhinovirus	EQUAL	Rhinovirus	18263	Coronaviridae
FPRT24	Sars_cov_2	EQUAL	Rhinovirus	0	Coronaviridae
FPRT24	Unrelated	EQUAL	Rhinovirus	0	Coronaviridae
FPRT24	Human	INDEL	Rhinovirus	0	Coronaviridae
FPRT24	Influenza	INDEL	Rhinovirus	0	Coronaviridae
FPRT24	Metapneumovirus	INDEL	Rhinovirus	0	Coronaviridae
FPRT24	Rhinovirus	INDEL	Rhinovirus	7	Coronaviridae
FPRT24	Sars_cov_2	INDEL	Rhinovirus	0	Coronaviridae
FPRT24	Unrelated	INDEL	Rhinovirus	0	Coronaviridae
FPRT24	Human	MM	Rhinovirus	0	Coronaviridae
FPRT24	Influenza	MM	Rhinovirus	0	Coronaviridae
FPRT24	Metapneumovirus	MM	Rhinovirus	0	Coronaviridae
FPRT24	Rhinovirus	MM	Rhinovirus	5188	Coronaviridae
FPRT24	Sars_cov_2	MM	Rhinovirus	0	Coronaviridae
FPRT24	Unrelated	MM	Rhinovirus	0	Coronaviridae
FPRT24	Human	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT24	Influenza	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT24	Metapneumovirus	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT24	Rhinovirus	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT24	Sars_cov_2	EQUAL	Sars_cov_2	62536	Coronaviridae
FPRT24	Unrelated	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT24	Human	INDEL	Sars_cov_2	0	Coronaviridae
FPRT24	Influenza	INDEL	Sars_cov_2	0	Coronaviridae
FPRT24	Metapneumovirus	INDEL	Sars_cov_2	0	Coronaviridae
FPRT24	Rhinovirus	INDEL	Sars_cov_2	0	Coronaviridae
FPRT24	Sars_cov_2	INDEL	Sars_cov_2	19	Coronaviridae
FPRT24	Unrelated	INDEL	Sars_cov_2	0	Coronaviridae
FPRT24	Human	MM	Sars_cov_2	0	Coronaviridae
FPRT24	Influenza	MM	Sars_cov_2	0	Coronaviridae
FPRT24	Metapneumovirus	MM	Sars_cov_2	0	Coronaviridae
FPRT24	Rhinovirus	MM	Sars_cov_2	0	Coronaviridae
FPRT24	Sars_cov_2	MM	Sars_cov_2	17673	Coronaviridae
FPRT24	Unrelated	MM	Sars_cov_2	0	Coronaviridae
FPRT25	Influenza	EQUAL	Coronaviridae	0	Coronaviridae
FPRT25	Metapneumovirus	EQUAL	Coronaviridae	0	Coronaviridae
FPRT25	Rhinovirus	EQUAL	Coronaviridae	0	Coronaviridae
FPRT25	Sars_cov_2	EQUAL	Coronaviridae	0	Coronaviridae
FPRT25	Unrelated	EQUAL	Coronaviridae	1	Coronaviridae
FPRT25	Influenza	INDEL	Coronaviridae	0	Coronaviridae
FPRT25	Metapneumovirus	INDEL	Coronaviridae	0	Coronaviridae
FPRT25	Rhinovirus	INDEL	Coronaviridae	0	Coronaviridae
FPRT25	Sars_cov_2	INDEL	Coronaviridae	0	Coronaviridae
FPRT25	Unrelated	INDEL	Coronaviridae	0	Coronaviridae
FPRT25	Influenza	MM	Coronaviridae	0	Coronaviridae
FPRT25	Metapneumovirus	MM	Coronaviridae	0	Coronaviridae
FPRT25	Rhinovirus	MM	Coronaviridae	0	Coronaviridae
FPRT25	Sars_cov_2	MM	Coronaviridae	2	Coronaviridae
FPRT25	Unrelated	MM	Coronaviridae	0	Coronaviridae
FPRT25	Influenza	EQUAL	Discarded	2719	Coronaviridae
FPRT25	Metapneumovirus	EQUAL	Discarded	0	Coronaviridae
FPRT25	Rhinovirus	EQUAL	Discarded	2165	Coronaviridae
FPRT25	Sars_cov_2	EQUAL	Discarded	22	Coronaviridae
FPRT25	Unrelated	EQUAL	Discarded	7	Coronaviridae
FPRT25	Influenza	INDEL	Discarded	0	Coronaviridae
FPRT25	Metapneumovirus	INDEL	Discarded	0	Coronaviridae
FPRT25	Rhinovirus	INDEL	Discarded	1	Coronaviridae
FPRT25	Sars_cov_2	INDEL	Discarded	0	Coronaviridae
FPRT25	Unrelated	INDEL	Discarded	0	Coronaviridae
FPRT25	Influenza	MM	Discarded	762	Coronaviridae
FPRT25	Metapneumovirus	MM	Discarded	0	Coronaviridae
FPRT25	Rhinovirus	MM	Discarded	616	Coronaviridae
FPRT25	Sars_cov_2	MM	Discarded	5	Coronaviridae
FPRT25	Unrelated	MM	Discarded	5	Coronaviridae
FPRT25	Influenza	EQUAL	Human	24	Coronaviridae
FPRT25	Metapneumovirus	EQUAL	Human	0	Coronaviridae
FPRT25	Rhinovirus	EQUAL	Human	0	Coronaviridae
FPRT25	Sars_cov_2	EQUAL	Human	0	Coronaviridae
FPRT25	Unrelated	EQUAL	Human	2060	Coronaviridae
FPRT25	Influenza	INDEL	Human	1	Coronaviridae
FPRT25	Metapneumovirus	INDEL	Human	0	Coronaviridae
FPRT25	Rhinovirus	INDEL	Human	0	Coronaviridae
FPRT25	Sars_cov_2	INDEL	Human	0	Coronaviridae
FPRT25	Unrelated	INDEL	Human	0	Coronaviridae
FPRT25	Influenza	MM	Human	40	Coronaviridae
FPRT25	Metapneumovirus	MM	Human	17	Coronaviridae
FPRT25	Rhinovirus	MM	Human	43	Coronaviridae
FPRT25	Sars_cov_2	MM	Human	2	Coronaviridae
FPRT25	Unrelated	MM	Human	603	Coronaviridae
FPRT25	Influenza	EQUAL	Influenza	168633	Coronaviridae
FPRT25	Metapneumovirus	EQUAL	Influenza	0	Coronaviridae
FPRT25	Rhinovirus	EQUAL	Influenza	0	Coronaviridae
FPRT25	Sars_cov_2	EQUAL	Influenza	0	Coronaviridae
FPRT25	Unrelated	EQUAL	Influenza	0	Coronaviridae
FPRT25	Influenza	INDEL	Influenza	46	Coronaviridae
FPRT25	Metapneumovirus	INDEL	Influenza	0	Coronaviridae
FPRT25	Rhinovirus	INDEL	Influenza	0	Coronaviridae
FPRT25	Sars_cov_2	INDEL	Influenza	0	Coronaviridae
FPRT25	Unrelated	INDEL	Influenza	0	Coronaviridae
FPRT25	Influenza	MM	Influenza	47710	Coronaviridae
FPRT25	Metapneumovirus	MM	Influenza	0	Coronaviridae
FPRT25	Rhinovirus	MM	Influenza	0	Coronaviridae
FPRT25	Sars_cov_2	MM	Influenza	0	Coronaviridae
FPRT25	Unrelated	MM	Influenza	0	Coronaviridae
FPRT25	Influenza	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT25	Metapneumovirus	EQUAL	Metapneumovirus	34372	Coronaviridae
FPRT25	Rhinovirus	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT25	Sars_cov_2	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT25	Unrelated	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT25	Influenza	INDEL	Metapneumovirus	0	Coronaviridae
FPRT25	Metapneumovirus	INDEL	Metapneumovirus	15	Coronaviridae
FPRT25	Rhinovirus	INDEL	Metapneumovirus	0	Coronaviridae
FPRT25	Sars_cov_2	INDEL	Metapneumovirus	0	Coronaviridae
FPRT25	Unrelated	INDEL	Metapneumovirus	0	Coronaviridae
FPRT25	Influenza	MM	Metapneumovirus	0	Coronaviridae
FPRT25	Metapneumovirus	MM	Metapneumovirus	9748	Coronaviridae
FPRT25	Rhinovirus	MM	Metapneumovirus	0	Coronaviridae
FPRT25	Sars_cov_2	MM	Metapneumovirus	0	Coronaviridae
FPRT25	Unrelated	MM	Metapneumovirus	0	Coronaviridae
FPRT25	Influenza	EQUAL	pDiscarded	87	Coronaviridae
FPRT25	Metapneumovirus	EQUAL	pDiscarded	17	Coronaviridae
FPRT25	Rhinovirus	EQUAL	pDiscarded	15	Coronaviridae
FPRT25	Sars_cov_2	EQUAL	pDiscarded	5	Coronaviridae
FPRT25	Unrelated	EQUAL	pDiscarded	9	Coronaviridae
FPRT25	Influenza	INDEL	pDiscarded	0	Coronaviridae
FPRT25	Metapneumovirus	INDEL	pDiscarded	0	Coronaviridae
FPRT25	Rhinovirus	INDEL	pDiscarded	0	Coronaviridae
FPRT25	Sars_cov_2	INDEL	pDiscarded	0	Coronaviridae
FPRT25	Unrelated	INDEL	pDiscarded	0	Coronaviridae
FPRT25	Influenza	MM	pDiscarded	93	Coronaviridae
FPRT25	Metapneumovirus	MM	pDiscarded	66	Coronaviridae
FPRT25	Rhinovirus	MM	pDiscarded	113	Coronaviridae
FPRT25	Sars_cov_2	MM	pDiscarded	17	Coronaviridae
FPRT25	Unrelated	MM	pDiscarded	4	Coronaviridae
FPRT25	Influenza	EQUAL	rc_discarded	43	Coronaviridae
FPRT25	Metapneumovirus	EQUAL	rc_discarded	8	Coronaviridae
FPRT25	Rhinovirus	EQUAL	rc_discarded	3	Coronaviridae
FPRT25	Sars_cov_2	EQUAL	rc_discarded	0	Coronaviridae
FPRT25	Unrelated	EQUAL	rc_discarded	3	Coronaviridae
FPRT25	Influenza	INDEL	rc_discarded	0	Coronaviridae
FPRT25	Metapneumovirus	INDEL	rc_discarded	0	Coronaviridae
FPRT25	Rhinovirus	INDEL	rc_discarded	1	Coronaviridae
FPRT25	Sars_cov_2	INDEL	rc_discarded	0	Coronaviridae
FPRT25	Unrelated	INDEL	rc_discarded	0	Coronaviridae
FPRT25	Influenza	MM	rc_discarded	79	Coronaviridae
FPRT25	Metapneumovirus	MM	rc_discarded	47	Coronaviridae
FPRT25	Rhinovirus	MM	rc_discarded	60	Coronaviridae
FPRT25	Sars_cov_2	MM	rc_discarded	28	Coronaviridae
FPRT25	Unrelated	MM	rc_discarded	1	Coronaviridae
FPRT25	Influenza	EQUAL	Rhinovirus	0	Coronaviridae
FPRT25	Metapneumovirus	EQUAL	Rhinovirus	0	Coronaviridae
FPRT25	Rhinovirus	EQUAL	Rhinovirus	161209	Coronaviridae
FPRT25	Sars_cov_2	EQUAL	Rhinovirus	0	Coronaviridae
FPRT25	Unrelated	EQUAL	Rhinovirus	1	Coronaviridae
FPRT25	Influenza	INDEL	Rhinovirus	0	Coronaviridae
FPRT25	Metapneumovirus	INDEL	Rhinovirus	0	Coronaviridae
FPRT25	Rhinovirus	INDEL	Rhinovirus	46	Coronaviridae
FPRT25	Sars_cov_2	INDEL	Rhinovirus	0	Coronaviridae
FPRT25	Unrelated	INDEL	Rhinovirus	0	Coronaviridae
FPRT25	Influenza	MM	Rhinovirus	0	Coronaviridae
FPRT25	Metapneumovirus	MM	Rhinovirus	0	Coronaviridae
FPRT25	Rhinovirus	MM	Rhinovirus	45540	Coronaviridae
FPRT25	Sars_cov_2	MM	Rhinovirus	0	Coronaviridae
FPRT25	Unrelated	MM	Rhinovirus	0	Coronaviridae
FPRT25	Influenza	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT25	Metapneumovirus	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT25	Rhinovirus	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT25	Sars_cov_2	EQUAL	Sars_cov_2	17974	Coronaviridae
FPRT25	Unrelated	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT25	Influenza	INDEL	Sars_cov_2	0	Coronaviridae
FPRT25	Metapneumovirus	INDEL	Sars_cov_2	0	Coronaviridae
FPRT25	Rhinovirus	INDEL	Sars_cov_2	0	Coronaviridae
FPRT25	Sars_cov_2	INDEL	Sars_cov_2	4	Coronaviridae
FPRT25	Unrelated	INDEL	Sars_cov_2	0	Coronaviridae
FPRT25	Influenza	MM	Sars_cov_2	0	Coronaviridae
FPRT25	Metapneumovirus	MM	Sars_cov_2	0	Coronaviridae
FPRT25	Rhinovirus	MM	Sars_cov_2	0	Coronaviridae
FPRT25	Sars_cov_2	MM	Sars_cov_2	4908	Coronaviridae
FPRT25	Unrelated	MM	Sars_cov_2	0	Coronaviridae
FPRT26	Human	EQUAL	Coronaviridae	0	Coronaviridae
FPRT26	Influenza	EQUAL	Coronaviridae	0	Coronaviridae
FPRT26	Metapneumovirus	EQUAL	Coronaviridae	0	Coronaviridae
FPRT26	Rhinovirus	EQUAL	Coronaviridae	0	Coronaviridae
FPRT26	Sars_cov_2	EQUAL	Coronaviridae	0	Coronaviridae
FPRT26	Unrelated	EQUAL	Coronaviridae	67	Coronaviridae
FPRT26	Human	INDEL	Coronaviridae	0	Coronaviridae
FPRT26	Influenza	INDEL	Coronaviridae	0	Coronaviridae
FPRT26	Metapneumovirus	INDEL	Coronaviridae	0	Coronaviridae
FPRT26	Rhinovirus	INDEL	Coronaviridae	0	Coronaviridae
FPRT26	Sars_cov_2	INDEL	Coronaviridae	0	Coronaviridae
FPRT26	Unrelated	INDEL	Coronaviridae	0	Coronaviridae
FPRT26	Human	MM	Coronaviridae	0	Coronaviridae
FPRT26	Influenza	MM	Coronaviridae	0	Coronaviridae
FPRT26	Metapneumovirus	MM	Coronaviridae	0	Coronaviridae
FPRT26	Rhinovirus	MM	Coronaviridae	0	Coronaviridae
FPRT26	Sars_cov_2	MM	Coronaviridae	0	Coronaviridae
FPRT26	Unrelated	MM	Coronaviridae	21	Coronaviridae
FPRT26	Human	EQUAL	Discarded	0	Coronaviridae
FPRT26	Influenza	EQUAL	Discarded	818	Coronaviridae
FPRT26	Metapneumovirus	EQUAL	Discarded	0	Coronaviridae
FPRT26	Rhinovirus	EQUAL	Discarded	287	Coronaviridae
FPRT26	Sars_cov_2	EQUAL	Discarded	10	Coronaviridae
FPRT26	Unrelated	EQUAL	Discarded	580	Coronaviridae
FPRT26	Human	INDEL	Discarded	0	Coronaviridae
FPRT26	Influenza	INDEL	Discarded	0	Coronaviridae
FPRT26	Metapneumovirus	INDEL	Discarded	0	Coronaviridae
FPRT26	Rhinovirus	INDEL	Discarded	0	Coronaviridae
FPRT26	Sars_cov_2	INDEL	Discarded	0	Coronaviridae
FPRT26	Unrelated	INDEL	Discarded	0	Coronaviridae
FPRT26	Human	MM	Discarded	0	Coronaviridae
FPRT26	Influenza	MM	Discarded	211	Coronaviridae
FPRT26	Metapneumovirus	MM	Discarded	0	Coronaviridae
FPRT26	Rhinovirus	MM	Discarded	85	Coronaviridae
FPRT26	Sars_cov_2	MM	Discarded	3	Coronaviridae
FPRT26	Unrelated	MM	Discarded	157	Coronaviridae
FPRT26	Human	EQUAL	Human	104966	Coronaviridae
FPRT26	Influenza	EQUAL	Human	5	Coronaviridae
FPRT26	Metapneumovirus	EQUAL	Human	0	Coronaviridae
FPRT26	Rhinovirus	EQUAL	Human	0	Coronaviridae
FPRT26	Sars_cov_2	EQUAL	Human	0	Coronaviridae
FPRT26	Unrelated	EQUAL	Human	151992	Coronaviridae
FPRT26	Human	INDEL	Human	23	Coronaviridae
FPRT26	Influenza	INDEL	Human	0	Coronaviridae
FPRT26	Metapneumovirus	INDEL	Human	0	Coronaviridae
FPRT26	Rhinovirus	INDEL	Human	0	Coronaviridae
FPRT26	Sars_cov_2	INDEL	Human	0	Coronaviridae
FPRT26	Unrelated	INDEL	Human	34	Coronaviridae
FPRT26	Human	MM	Human	29758	Coronaviridae
FPRT26	Influenza	MM	Human	9	Coronaviridae
FPRT26	Metapneumovirus	MM	Human	23	Coronaviridae
FPRT26	Rhinovirus	MM	Human	7	Coronaviridae
FPRT26	Sars_cov_2	MM	Human	1	Coronaviridae
FPRT26	Unrelated	MM	Human	43004	Coronaviridae
FPRT26	Human	EQUAL	Influenza	0	Coronaviridae
FPRT26	Influenza	EQUAL	Influenza	51038	Coronaviridae
FPRT26	Metapneumovirus	EQUAL	Influenza	0	Coronaviridae
FPRT26	Rhinovirus	EQUAL	Influenza	0	Coronaviridae
FPRT26	Sars_cov_2	EQUAL	Influenza	0	Coronaviridae
FPRT26	Unrelated	EQUAL	Influenza	1	Coronaviridae
FPRT26	Human	INDEL	Influenza	0	Coronaviridae
FPRT26	Influenza	INDEL	Influenza	19	Coronaviridae
FPRT26	Metapneumovirus	INDEL	Influenza	0	Coronaviridae
FPRT26	Rhinovirus	INDEL	Influenza	0	Coronaviridae
FPRT26	Sars_cov_2	INDEL	Influenza	0	Coronaviridae
FPRT26	Unrelated	INDEL	Influenza	0	Coronaviridae
FPRT26	Human	MM	Influenza	0	Coronaviridae
FPRT26	Influenza	MM	Influenza	14216	Coronaviridae
FPRT26	Metapneumovirus	MM	Influenza	0	Coronaviridae
FPRT26	Rhinovirus	MM	Influenza	0	Coronaviridae
FPRT26	Sars_cov_2	MM	Influenza	0	Coronaviridae
FPRT26	Unrelated	MM	Influenza	0	Coronaviridae
FPRT26	Human	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT26	Influenza	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT26	Metapneumovirus	EQUAL	Metapneumovirus	48398	Coronaviridae
FPRT26	Rhinovirus	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT26	Sars_cov_2	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT26	Unrelated	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT26	Human	INDEL	Metapneumovirus	0	Coronaviridae
FPRT26	Influenza	INDEL	Metapneumovirus	0	Coronaviridae
FPRT26	Metapneumovirus	INDEL	Metapneumovirus	11	Coronaviridae
FPRT26	Rhinovirus	INDEL	Metapneumovirus	0	Coronaviridae
FPRT26	Sars_cov_2	INDEL	Metapneumovirus	0	Coronaviridae
FPRT26	Unrelated	INDEL	Metapneumovirus	0	Coronaviridae
FPRT26	Human	MM	Metapneumovirus	0	Coronaviridae
FPRT26	Influenza	MM	Metapneumovirus	0	Coronaviridae
FPRT26	Metapneumovirus	MM	Metapneumovirus	13498	Coronaviridae
FPRT26	Rhinovirus	MM	Metapneumovirus	0	Coronaviridae
FPRT26	Sars_cov_2	MM	Metapneumovirus	0	Coronaviridae
FPRT26	Unrelated	MM	Metapneumovirus	0	Coronaviridae
FPRT26	Human	EQUAL	pDiscarded	13	Coronaviridae
FPRT26	Influenza	EQUAL	pDiscarded	23	Coronaviridae
FPRT26	Metapneumovirus	EQUAL	pDiscarded	26	Coronaviridae
FPRT26	Rhinovirus	EQUAL	pDiscarded	0	Coronaviridae
FPRT26	Sars_cov_2	EQUAL	pDiscarded	2	Coronaviridae
FPRT26	Unrelated	EQUAL	pDiscarded	872	Coronaviridae
FPRT26	Human	INDEL	pDiscarded	0	Coronaviridae
FPRT26	Influenza	INDEL	pDiscarded	0	Coronaviridae
FPRT26	Metapneumovirus	INDEL	pDiscarded	0	Coronaviridae
FPRT26	Rhinovirus	INDEL	pDiscarded	0	Coronaviridae
FPRT26	Sars_cov_2	INDEL	pDiscarded	0	Coronaviridae
FPRT26	Unrelated	INDEL	pDiscarded	0	Coronaviridae
FPRT26	Human	MM	pDiscarded	6	Coronaviridae
FPRT26	Influenza	MM	pDiscarded	27	Coronaviridae
FPRT26	Metapneumovirus	MM	pDiscarded	83	Coronaviridae
FPRT26	Rhinovirus	MM	pDiscarded	16	Coronaviridae
FPRT26	Sars_cov_2	MM	pDiscarded	6	Coronaviridae
FPRT26	Unrelated	MM	pDiscarded	248	Coronaviridae
FPRT26	Human	EQUAL	rc_discarded	9	Coronaviridae
FPRT26	Influenza	EQUAL	rc_discarded	16	Coronaviridae
FPRT26	Metapneumovirus	EQUAL	rc_discarded	25	Coronaviridae
FPRT26	Rhinovirus	EQUAL	rc_discarded	0	Coronaviridae
FPRT26	Sars_cov_2	EQUAL	rc_discarded	2	Coronaviridae
FPRT26	Unrelated	EQUAL	rc_discarded	416	Coronaviridae
FPRT26	Human	INDEL	rc_discarded	0	Coronaviridae
FPRT26	Influenza	INDEL	rc_discarded	0	Coronaviridae
FPRT26	Metapneumovirus	INDEL	rc_discarded	0	Coronaviridae
FPRT26	Rhinovirus	INDEL	rc_discarded	0	Coronaviridae
FPRT26	Sars_cov_2	INDEL	rc_discarded	0	Coronaviridae
FPRT26	Unrelated	INDEL	rc_discarded	0	Coronaviridae
FPRT26	Human	MM	rc_discarded	2	Coronaviridae
FPRT26	Influenza	MM	rc_discarded	18	Coronaviridae
FPRT26	Metapneumovirus	MM	rc_discarded	61	Coronaviridae
FPRT26	Rhinovirus	MM	rc_discarded	11	Coronaviridae
FPRT26	Sars_cov_2	MM	rc_discarded	20	Coronaviridae
FPRT26	Unrelated	MM	rc_discarded	130	Coronaviridae
FPRT26	Human	EQUAL	Rhinovirus	0	Coronaviridae
FPRT26	Influenza	EQUAL	Rhinovirus	0	Coronaviridae
FPRT26	Metapneumovirus	EQUAL	Rhinovirus	0	Coronaviridae
FPRT26	Rhinovirus	EQUAL	Rhinovirus	20187	Coronaviridae
FPRT26	Sars_cov_2	EQUAL	Rhinovirus	0	Coronaviridae
FPRT26	Unrelated	EQUAL	Rhinovirus	74	Coronaviridae
FPRT26	Human	INDEL	Rhinovirus	0	Coronaviridae
FPRT26	Influenza	INDEL	Rhinovirus	0	Coronaviridae
FPRT26	Metapneumovirus	INDEL	Rhinovirus	0	Coronaviridae
FPRT26	Rhinovirus	INDEL	Rhinovirus	6	Coronaviridae
FPRT26	Sars_cov_2	INDEL	Rhinovirus	0	Coronaviridae
FPRT26	Unrelated	INDEL	Rhinovirus	0	Coronaviridae
FPRT26	Human	MM	Rhinovirus	0	Coronaviridae
FPRT26	Influenza	MM	Rhinovirus	0	Coronaviridae
FPRT26	Metapneumovirus	MM	Rhinovirus	0	Coronaviridae
FPRT26	Rhinovirus	MM	Rhinovirus	5695	Coronaviridae
FPRT26	Sars_cov_2	MM	Rhinovirus	0	Coronaviridae
FPRT26	Unrelated	MM	Rhinovirus	20	Coronaviridae
FPRT26	Human	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT26	Influenza	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT26	Metapneumovirus	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT26	Rhinovirus	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT26	Sars_cov_2	EQUAL	Sars_cov_2	9924	Coronaviridae
FPRT26	Unrelated	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT26	Human	INDEL	Sars_cov_2	0	Coronaviridae
FPRT26	Influenza	INDEL	Sars_cov_2	0	Coronaviridae
FPRT26	Metapneumovirus	INDEL	Sars_cov_2	0	Coronaviridae
FPRT26	Rhinovirus	INDEL	Sars_cov_2	0	Coronaviridae
FPRT26	Sars_cov_2	INDEL	Sars_cov_2	0	Coronaviridae
FPRT26	Unrelated	INDEL	Sars_cov_2	0	Coronaviridae
FPRT26	Human	MM	Sars_cov_2	0	Coronaviridae
FPRT26	Influenza	MM	Sars_cov_2	0	Coronaviridae
FPRT26	Metapneumovirus	MM	Sars_cov_2	0	Coronaviridae
FPRT26	Rhinovirus	MM	Sars_cov_2	0	Coronaviridae
FPRT26	Sars_cov_2	MM	Sars_cov_2	2820	Coronaviridae
FPRT26	Unrelated	MM	Sars_cov_2	0	Coronaviridae
FPRT27	Influenza	EQUAL	Discarded	35	Coronaviridae
FPRT27	Metapneumovirus	EQUAL	Discarded	0	Coronaviridae
FPRT27	Rhinovirus	EQUAL	Discarded	4931	Coronaviridae
FPRT27	Sars_cov_2	EQUAL	Discarded	6	Coronaviridae
FPRT27	Influenza	INDEL	Discarded	0	Coronaviridae
FPRT27	Metapneumovirus	INDEL	Discarded	0	Coronaviridae
FPRT27	Rhinovirus	INDEL	Discarded	0	Coronaviridae
FPRT27	Sars_cov_2	INDEL	Discarded	0	Coronaviridae
FPRT27	Influenza	MM	Discarded	11	Coronaviridae
FPRT27	Metapneumovirus	MM	Discarded	0	Coronaviridae
FPRT27	Rhinovirus	MM	Discarded	1410	Coronaviridae
FPRT27	Sars_cov_2	MM	Discarded	3	Coronaviridae
FPRT27	Influenza	EQUAL	Human	0	Coronaviridae
FPRT27	Metapneumovirus	EQUAL	Human	0	Coronaviridae
FPRT27	Rhinovirus	EQUAL	Human	0	Coronaviridae
FPRT27	Sars_cov_2	EQUAL	Human	0	Coronaviridae
FPRT27	Influenza	INDEL	Human	0	Coronaviridae
FPRT27	Metapneumovirus	INDEL	Human	0	Coronaviridae
FPRT27	Rhinovirus	INDEL	Human	0	Coronaviridae
FPRT27	Sars_cov_2	INDEL	Human	0	Coronaviridae
FPRT27	Influenza	MM	Human	0	Coronaviridae
FPRT27	Metapneumovirus	MM	Human	3	Coronaviridae
