dataid	knownlabel	readtype	predictedlabel	readcounts	testclass
FPRT19	Metapneumovirus	EQUAL	Discarded	0	Sars_cov_2
FPRT19	Rhinovirus	EQUAL	Discarded	467	Sars_cov_2
FPRT19	Unrelated	EQUAL	Discarded	546	Sars_cov_2
FPRT19	Coronaviridae	INDEL	Discarded	0	Sars_cov_2
FPRT19	Human	INDEL	Discarded	0	Sars_cov_2
FPRT19	Influenza	INDEL	Discarded	0	Sars_cov_2
FPRT19	Metapneumovirus	INDEL	Discarded	0	Sars_cov_2
FPRT19	Rhinovirus	INDEL	Discarded	0	Sars_cov_2
FPRT19	Unrelated	INDEL	Discarded	0	Sars_cov_2
FPRT19	Coronaviridae	MM	Discarded	8	Sars_cov_2
FPRT19	Human	MM	Discarded	0	Sars_cov_2
FPRT19	Influenza	MM	Discarded	217	Sars_cov_2
FPRT19	Metapneumovirus	MM	Discarded	0	Sars_cov_2
FPRT19	Rhinovirus	MM	Discarded	117	Sars_cov_2
FPRT19	Unrelated	MM	Discarded	147	Sars_cov_2
FPRT19	Coronaviridae	EQUAL	Human	0	Sars_cov_2
FPRT19	Human	EQUAL	Human	122345	Sars_cov_2
FPRT19	Influenza	EQUAL	Human	6	Sars_cov_2
FPRT19	Metapneumovirus	EQUAL	Human	0	Sars_cov_2
FPRT19	Rhinovirus	EQUAL	Human	0	Sars_cov_2
FPRT19	Unrelated	EQUAL	Human	152102	Sars_cov_2
FPRT19	Coronaviridae	INDEL	Human	0	Sars_cov_2
FPRT19	Human	INDEL	Human	39	Sars_cov_2
FPRT19	Influenza	INDEL	Human	0	Sars_cov_2
FPRT19	Metapneumovirus	INDEL	Human	0	Sars_cov_2
FPRT19	Rhinovirus	INDEL	Human	0	Sars_cov_2
FPRT19	Unrelated	INDEL	Human	56	Sars_cov_2
FPRT19	Coronaviridae	MM	Human	6	Sars_cov_2
FPRT19	Human	MM	Human	34815	Sars_cov_2
FPRT19	Influenza	MM	Human	11	Sars_cov_2
FPRT19	Metapneumovirus	MM	Human	6	Sars_cov_2
FPRT19	Rhinovirus	MM	Human	6	Sars_cov_2
FPRT19	Unrelated	MM	Human	42965	Sars_cov_2
FPRT19	Coronaviridae	EQUAL	Influenza	0	Sars_cov_2
FPRT19	Human	EQUAL	Influenza	0	Sars_cov_2
FPRT19	Influenza	EQUAL	Influenza	53973	Sars_cov_2
FPRT19	Metapneumovirus	EQUAL	Influenza	0	Sars_cov_2
FPRT19	Rhinovirus	EQUAL	Influenza	0	Sars_cov_2
FPRT19	Unrelated	EQUAL	Influenza	1	Sars_cov_2
FPRT19	Coronaviridae	INDEL	Influenza	0	Sars_cov_2
FPRT19	Human	INDEL	Influenza	0	Sars_cov_2
FPRT19	Influenza	INDEL	Influenza	23	Sars_cov_2
FPRT19	Metapneumovirus	INDEL	Influenza	0	Sars_cov_2
FPRT19	Rhinovirus	INDEL	Influenza	0	Sars_cov_2
FPRT19	Unrelated	INDEL	Influenza	0	Sars_cov_2
FPRT19	Coronaviridae	MM	Influenza	0	Sars_cov_2
FPRT19	Human	MM	Influenza	0	Sars_cov_2
FPRT19	Influenza	MM	Influenza	15289	Sars_cov_2
FPRT19	Metapneumovirus	MM	Influenza	0	Sars_cov_2
FPRT19	Rhinovirus	MM	Influenza	0	Sars_cov_2
FPRT19	Unrelated	MM	Influenza	1	Sars_cov_2
FPRT19	Coronaviridae	EQUAL	Metapneumovirus	0	Sars_cov_2
FPRT19	Human	EQUAL	Metapneumovirus	0	Sars_cov_2
FPRT19	Influenza	EQUAL	Metapneumovirus	0	Sars_cov_2
FPRT19	Metapneumovirus	EQUAL	Metapneumovirus	13061	Sars_cov_2
FPRT19	Rhinovirus	EQUAL	Metapneumovirus	0	Sars_cov_2
FPRT19	Unrelated	EQUAL	Metapneumovirus	0	Sars_cov_2
FPRT19	Coronaviridae	INDEL	Metapneumovirus	0	Sars_cov_2
FPRT19	Human	INDEL	Metapneumovirus	0	Sars_cov_2
FPRT19	Influenza	INDEL	Metapneumovirus	0	Sars_cov_2
FPRT19	Metapneumovirus	INDEL	Metapneumovirus	7	Sars_cov_2
FPRT19	Rhinovirus	INDEL	Metapneumovirus	0	Sars_cov_2
FPRT19	Unrelated	INDEL	Metapneumovirus	0	Sars_cov_2
FPRT19	Coronaviridae	MM	Metapneumovirus	0	Sars_cov_2
FPRT19	Human	MM	Metapneumovirus	0	Sars_cov_2
FPRT19	Influenza	MM	Metapneumovirus	0	Sars_cov_2
FPRT19	Metapneumovirus	MM	Metapneumovirus	3807	Sars_cov_2
FPRT19	Rhinovirus	MM	Metapneumovirus	0	Sars_cov_2
FPRT19	Unrelated	MM	Metapneumovirus	0	Sars_cov_2
FPRT19	Coronaviridae	EQUAL	pDiscarded	0	Sars_cov_2
FPRT19	Human	EQUAL	pDiscarded	20	Sars_cov_2
FPRT19	Influenza	EQUAL	pDiscarded	30	Sars_cov_2
FPRT19	Metapneumovirus	EQUAL	pDiscarded	7	Sars_cov_2
FPRT19	Rhinovirus	EQUAL	pDiscarded	2	Sars_cov_2
FPRT19	Unrelated	EQUAL	pDiscarded	869	Sars_cov_2
FPRT19	Coronaviridae	INDEL	pDiscarded	0	Sars_cov_2
FPRT19	Human	INDEL	pDiscarded	0	Sars_cov_2
FPRT19	Influenza	INDEL	pDiscarded	0	Sars_cov_2
FPRT19	Metapneumovirus	INDEL	pDiscarded	0	Sars_cov_2
FPRT19	Rhinovirus	INDEL	pDiscarded	0	Sars_cov_2
FPRT19	Unrelated	INDEL	pDiscarded	0	Sars_cov_2
FPRT19	Coronaviridae	MM	pDiscarded	11	Sars_cov_2
FPRT19	Human	MM	pDiscarded	4	Sars_cov_2
FPRT19	Influenza	MM	pDiscarded	19	Sars_cov_2
FPRT19	Metapneumovirus	MM	pDiscarded	24	Sars_cov_2
FPRT19	Rhinovirus	MM	pDiscarded	29	Sars_cov_2
FPRT19	Unrelated	MM	pDiscarded	253	Sars_cov_2
FPRT19	Coronaviridae	EQUAL	rc_discarded	0	Sars_cov_2
FPRT19	Human	EQUAL	rc_discarded	9	Sars_cov_2
FPRT19	Influenza	EQUAL	rc_discarded	26	Sars_cov_2
FPRT19	Metapneumovirus	EQUAL	rc_discarded	1	Sars_cov_2
FPRT19	Rhinovirus	EQUAL	rc_discarded	1	Sars_cov_2
FPRT19	Unrelated	EQUAL	rc_discarded	434	Sars_cov_2
FPRT19	Coronaviridae	INDEL	rc_discarded	0	Sars_cov_2
FPRT19	Human	INDEL	rc_discarded	0	Sars_cov_2
FPRT19	Influenza	INDEL	rc_discarded	0	Sars_cov_2
FPRT19	Metapneumovirus	INDEL	rc_discarded	0	Sars_cov_2
FPRT19	Rhinovirus	INDEL	rc_discarded	0	Sars_cov_2
FPRT19	Unrelated	INDEL	rc_discarded	0	Sars_cov_2
FPRT19	Coronaviridae	MM	rc_discarded	3	Sars_cov_2
FPRT19	Human	MM	rc_discarded	7	Sars_cov_2
FPRT19	Influenza	MM	rc_discarded	20	Sars_cov_2
FPRT19	Metapneumovirus	MM	rc_discarded	9	Sars_cov_2
FPRT19	Rhinovirus	MM	rc_discarded	17	Sars_cov_2
FPRT19	Unrelated	MM	rc_discarded	98	Sars_cov_2
FPRT19	Coronaviridae	EQUAL	Rhinovirus	0	Sars_cov_2
FPRT19	Human	EQUAL	Rhinovirus	0	Sars_cov_2
FPRT19	Influenza	EQUAL	Rhinovirus	0	Sars_cov_2
FPRT19	Metapneumovirus	EQUAL	Rhinovirus	0	Sars_cov_2
FPRT19	Rhinovirus	EQUAL	Rhinovirus	33920	Sars_cov_2
FPRT19	Unrelated	EQUAL	Rhinovirus	47	Sars_cov_2
FPRT19	Coronaviridae	INDEL	Rhinovirus	0	Sars_cov_2
FPRT19	Human	INDEL	Rhinovirus	0	Sars_cov_2
FPRT19	Influenza	INDEL	Rhinovirus	0	Sars_cov_2
FPRT19	Metapneumovirus	INDEL	Rhinovirus	0	Sars_cov_2
FPRT19	Rhinovirus	INDEL	Rhinovirus	11	Sars_cov_2
FPRT19	Unrelated	INDEL	Rhinovirus	1	Sars_cov_2
FPRT19	Coronaviridae	MM	Rhinovirus	0	Sars_cov_2
FPRT19	Human	MM	Rhinovirus	0	Sars_cov_2
FPRT19	Influenza	MM	Rhinovirus	0	Sars_cov_2
FPRT19	Metapneumovirus	MM	Rhinovirus	0	Sars_cov_2
FPRT19	Rhinovirus	MM	Rhinovirus	9628	Sars_cov_2
FPRT19	Unrelated	MM	Rhinovirus	16	Sars_cov_2
FPRT1	Coronaviridae	EQUAL	Coronaviridae	201	Sars_cov_2
FPRT1	Influenza	EQUAL	Coronaviridae	0	Sars_cov_2
FPRT1	Metapneumovirus	EQUAL	Coronaviridae	0	Sars_cov_2
FPRT1	Rhinovirus	EQUAL	Coronaviridae	0	Sars_cov_2
FPRT1	Unrelated	EQUAL	Coronaviridae	136	Sars_cov_2
FPRT1	Coronaviridae	INDEL	Coronaviridae	0	Sars_cov_2
FPRT1	Influenza	INDEL	Coronaviridae	0	Sars_cov_2
FPRT1	Metapneumovirus	INDEL	Coronaviridae	0	Sars_cov_2
FPRT1	Rhinovirus	INDEL	Coronaviridae	0	Sars_cov_2
FPRT1	Unrelated	INDEL	Coronaviridae	0	Sars_cov_2
FPRT1	Coronaviridae	MM	Coronaviridae	52	Sars_cov_2
FPRT1	Influenza	MM	Coronaviridae	0	Sars_cov_2
FPRT1	Metapneumovirus	MM	Coronaviridae	0	Sars_cov_2
FPRT1	Rhinovirus	MM	Coronaviridae	0	Sars_cov_2
FPRT1	Unrelated	MM	Coronaviridae	34	Sars_cov_2
FPRT1	Coronaviridae	EQUAL	Discarded	1	Sars_cov_2
FPRT1	Influenza	EQUAL	Discarded	60	Sars_cov_2
FPRT1	Metapneumovirus	EQUAL	Discarded	0	Sars_cov_2
FPRT1	Rhinovirus	EQUAL	Discarded	26	Sars_cov_2
FPRT1	Unrelated	EQUAL	Discarded	1312	Sars_cov_2
FPRT1	Coronaviridae	INDEL	Discarded	0	Sars_cov_2
FPRT1	Influenza	INDEL	Discarded	0	Sars_cov_2
FPRT1	Metapneumovirus	INDEL	Discarded	0	Sars_cov_2
FPRT1	Rhinovirus	INDEL	Discarded	0	Sars_cov_2
FPRT1	Unrelated	INDEL	Discarded	1	Sars_cov_2
FPRT1	Coronaviridae	MM	Discarded	0	Sars_cov_2
FPRT1	Influenza	MM	Discarded	16	Sars_cov_2
FPRT1	Metapneumovirus	MM	Discarded	0	Sars_cov_2
FPRT1	Rhinovirus	MM	Discarded	4	Sars_cov_2
FPRT1	Unrelated	MM	Discarded	356	Sars_cov_2
FPRT1	Coronaviridae	EQUAL	Human	0	Sars_cov_2
FPRT1	Influenza	EQUAL	Human	0	Sars_cov_2
FPRT1	Metapneumovirus	EQUAL	Human	0	Sars_cov_2
FPRT1	Rhinovirus	EQUAL	Human	0	Sars_cov_2
FPRT1	Unrelated	EQUAL	Human	354626	Sars_cov_2
FPRT1	Coronaviridae	INDEL	Human	0	Sars_cov_2
FPRT1	Influenza	INDEL	Human	0	Sars_cov_2
FPRT1	Metapneumovirus	INDEL	Human	0	Sars_cov_2
FPRT1	Rhinovirus	INDEL	Human	0	Sars_cov_2
FPRT1	Unrelated	INDEL	Human	96	Sars_cov_2
FPRT1	Coronaviridae	MM	Human	0	Sars_cov_2
FPRT1	Influenza	MM	Human	0	Sars_cov_2
FPRT1	Metapneumovirus	MM	Human	12	Sars_cov_2
FPRT1	Rhinovirus	MM	Human	0	Sars_cov_2
FPRT1	Unrelated	MM	Human	100281	Sars_cov_2
FPRT1	Coronaviridae	EQUAL	Influenza	0	Sars_cov_2
FPRT1	Influenza	EQUAL	Influenza	3085	Sars_cov_2
FPRT1	Metapneumovirus	EQUAL	Influenza	0	Sars_cov_2
FPRT1	Rhinovirus	EQUAL	Influenza	0	Sars_cov_2
FPRT1	Unrelated	EQUAL	Influenza	4	Sars_cov_2
FPRT1	Coronaviridae	INDEL	Influenza	0	Sars_cov_2
FPRT1	Influenza	INDEL	Influenza	1	Sars_cov_2
FPRT1	Metapneumovirus	INDEL	Influenza	0	Sars_cov_2
FPRT1	Rhinovirus	INDEL	Influenza	0	Sars_cov_2
FPRT1	Unrelated	INDEL	Influenza	0	Sars_cov_2
FPRT1	Coronaviridae	MM	Influenza	0	Sars_cov_2
FPRT1	Influenza	MM	Influenza	809	Sars_cov_2
FPRT1	Metapneumovirus	MM	Influenza	0	Sars_cov_2
FPRT1	Rhinovirus	MM	Influenza	0	Sars_cov_2
FPRT1	Unrelated	MM	Influenza	0	Sars_cov_2
FPRT1	Coronaviridae	EQUAL	Metapneumovirus	0	Sars_cov_2
FPRT1	Influenza	EQUAL	Metapneumovirus	0	Sars_cov_2
FPRT1	Metapneumovirus	EQUAL	Metapneumovirus	24927	Sars_cov_2
FPRT1	Rhinovirus	EQUAL	Metapneumovirus	0	Sars_cov_2
FPRT1	Unrelated	EQUAL	Metapneumovirus	0	Sars_cov_2
FPRT1	Coronaviridae	INDEL	Metapneumovirus	0	Sars_cov_2
FPRT1	Influenza	INDEL	Metapneumovirus	0	Sars_cov_2
FPRT1	Metapneumovirus	INDEL	Metapneumovirus	7	Sars_cov_2
FPRT1	Rhinovirus	INDEL	Metapneumovirus	0	Sars_cov_2
FPRT1	Unrelated	INDEL	Metapneumovirus	0	Sars_cov_2
FPRT1	Coronaviridae	MM	Metapneumovirus	0	Sars_cov_2
FPRT1	Influenza	MM	Metapneumovirus	0	Sars_cov_2
FPRT1	Metapneumovirus	MM	Metapneumovirus	7047	Sars_cov_2
FPRT1	Rhinovirus	MM	Metapneumovirus	0	Sars_cov_2
FPRT1	Unrelated	MM	Metapneumovirus	0	Sars_cov_2
FPRT1	Coronaviridae	EQUAL	pDiscarded	0	Sars_cov_2
FPRT1	Influenza	EQUAL	pDiscarded	0	Sars_cov_2
FPRT1	Metapneumovirus	EQUAL	pDiscarded	10	Sars_cov_2
FPRT1	Rhinovirus	EQUAL	pDiscarded	0	Sars_cov_2
FPRT1	Unrelated	EQUAL	pDiscarded	2127	Sars_cov_2
FPRT1	Coronaviridae	INDEL	pDiscarded	0	Sars_cov_2
FPRT1	Influenza	INDEL	pDiscarded	0	Sars_cov_2
FPRT1	Metapneumovirus	INDEL	pDiscarded	0	Sars_cov_2
FPRT1	Rhinovirus	INDEL	pDiscarded	0	Sars_cov_2
FPRT1	Unrelated	INDEL	pDiscarded	1	Sars_cov_2
FPRT1	Coronaviridae	MM	pDiscarded	0	Sars_cov_2
FPRT1	Influenza	MM	pDiscarded	2	Sars_cov_2
FPRT1	Metapneumovirus	MM	pDiscarded	44	Sars_cov_2
FPRT1	Rhinovirus	MM	pDiscarded	2	Sars_cov_2
FPRT1	Unrelated	MM	pDiscarded	599	Sars_cov_2
FPRT1	Coronaviridae	EQUAL	rc_discarded	0	Sars_cov_2
FPRT1	Influenza	EQUAL	rc_discarded	0	Sars_cov_2
FPRT1	Metapneumovirus	EQUAL	rc_discarded	9	Sars_cov_2
FPRT1	Rhinovirus	EQUAL	rc_discarded	0	Sars_cov_2
FPRT1	Unrelated	EQUAL	rc_discarded	1038	Sars_cov_2
FPRT1	Coronaviridae	INDEL	rc_discarded	0	Sars_cov_2
FPRT1	Influenza	INDEL	rc_discarded	0	Sars_cov_2
FPRT1	Metapneumovirus	INDEL	rc_discarded	0	Sars_cov_2
FPRT1	Rhinovirus	INDEL	rc_discarded	0	Sars_cov_2
FPRT1	Unrelated	INDEL	rc_discarded	0	Sars_cov_2
FPRT1	Coronaviridae	MM	rc_discarded	1	Sars_cov_2
FPRT1	Influenza	MM	rc_discarded	1	Sars_cov_2
FPRT1	Metapneumovirus	MM	rc_discarded	24	Sars_cov_2
FPRT1	Rhinovirus	MM	rc_discarded	0	Sars_cov_2
FPRT1	Unrelated	MM	rc_discarded	286	Sars_cov_2
FPRT1	Coronaviridae	EQUAL	Rhinovirus	0	Sars_cov_2
FPRT1	Influenza	EQUAL	Rhinovirus	0	Sars_cov_2
FPRT1	Metapneumovirus	EQUAL	Rhinovirus	0	Sars_cov_2
FPRT1	Rhinovirus	EQUAL	Rhinovirus	1972	Sars_cov_2
FPRT1	Unrelated	EQUAL	Rhinovirus	152	Sars_cov_2
FPRT1	Coronaviridae	INDEL	Rhinovirus	0	Sars_cov_2
FPRT1	Influenza	INDEL	Rhinovirus	0	Sars_cov_2
FPRT1	Metapneumovirus	INDEL	Rhinovirus	0	Sars_cov_2
FPRT1	Rhinovirus	INDEL	Rhinovirus	2	Sars_cov_2
FPRT1	Unrelated	INDEL	Rhinovirus	0	Sars_cov_2
FPRT1	Coronaviridae	MM	Rhinovirus	0	Sars_cov_2
FPRT1	Influenza	MM	Rhinovirus	0	Sars_cov_2
FPRT1	Metapneumovirus	MM	Rhinovirus	0	Sars_cov_2
FPRT1	Rhinovirus	MM	Rhinovirus	594	Sars_cov_2
FPRT1	Unrelated	MM	Rhinovirus	42	Sars_cov_2
FPRT20	Coronaviridae	EQUAL	Coronaviridae	49649	Sars_cov_2
FPRT20	Human	EQUAL	Coronaviridae	0	Sars_cov_2
FPRT20	Influenza	EQUAL	Coronaviridae	0	Sars_cov_2
FPRT20	Metapneumovirus	EQUAL	Coronaviridae	0	Sars_cov_2
FPRT20	Rhinovirus	EQUAL	Coronaviridae	0	Sars_cov_2
FPRT20	Unrelated	EQUAL	Coronaviridae	22	Sars_cov_2
FPRT20	Coronaviridae	INDEL	Coronaviridae	10	Sars_cov_2
FPRT20	Human	INDEL	Coronaviridae	0	Sars_cov_2
FPRT20	Influenza	INDEL	Coronaviridae	0	Sars_cov_2
FPRT20	Metapneumovirus	INDEL	Coronaviridae	0	Sars_cov_2
FPRT20	Rhinovirus	INDEL	Coronaviridae	0	Sars_cov_2
FPRT20	Unrelated	INDEL	Coronaviridae	0	Sars_cov_2
FPRT20	Coronaviridae	MM	Coronaviridae	13853	Sars_cov_2
FPRT20	Human	MM	Coronaviridae	0	Sars_cov_2
FPRT20	Influenza	MM	Coronaviridae	0	Sars_cov_2
FPRT20	Metapneumovirus	MM	Coronaviridae	0	Sars_cov_2
FPRT20	Rhinovirus	MM	Coronaviridae	0	Sars_cov_2
FPRT20	Unrelated	MM	Coronaviridae	6	Sars_cov_2
FPRT20	Coronaviridae	EQUAL	Discarded	150	Sars_cov_2
FPRT20	Human	EQUAL	Discarded	0	Sars_cov_2
FPRT20	Influenza	EQUAL	Discarded	1411	Sars_cov_2
FPRT20	Metapneumovirus	EQUAL	Discarded	0	Sars_cov_2
FPRT20	Rhinovirus	EQUAL	Discarded	501	Sars_cov_2
FPRT20	Unrelated	EQUAL	Discarded	156	Sars_cov_2
FPRT20	Coronaviridae	INDEL	Discarded	0	Sars_cov_2
FPRT20	Human	INDEL	Discarded	0	Sars_cov_2
FPRT20	Influenza	INDEL	Discarded	0	Sars_cov_2
FPRT20	Metapneumovirus	INDEL	Discarded	0	Sars_cov_2
FPRT20	Rhinovirus	INDEL	Discarded	0	Sars_cov_2
FPRT20	Unrelated	INDEL	Discarded	0	Sars_cov_2
FPRT20	Coronaviridae	MM	Discarded	47	Sars_cov_2
FPRT20	Human	MM	Discarded	0	Sars_cov_2
FPRT20	Influenza	MM	Discarded	441	Sars_cov_2
FPRT20	Metapneumovirus	MM	Discarded	0	Sars_cov_2
FPRT20	Rhinovirus	MM	Discarded	148	Sars_cov_2
FPRT20	Unrelated	MM	Discarded	70	Sars_cov_2
FPRT20	Coronaviridae	EQUAL	Human	0	Sars_cov_2
FPRT20	Human	EQUAL	Human	140246	Sars_cov_2
FPRT20	Influenza	EQUAL	Human	12	Sars_cov_2
FPRT20	Metapneumovirus	EQUAL	Human	0	Sars_cov_2
FPRT20	Rhinovirus	EQUAL	Human	0	Sars_cov_2
FPRT20	Unrelated	EQUAL	Human	50512	Sars_cov_2
FPRT20	Coronaviridae	INDEL	Human	0	Sars_cov_2
FPRT20	Human	INDEL	Human	41	Sars_cov_2
FPRT20	Influenza	INDEL	Human	0	Sars_cov_2
FPRT20	Metapneumovirus	INDEL	Human	0	Sars_cov_2
FPRT20	Rhinovirus	INDEL	Human	0	Sars_cov_2
FPRT20	Unrelated	INDEL	Human	17	Sars_cov_2
FPRT20	Coronaviridae	MM	Human	16	Sars_cov_2
FPRT20	Human	MM	Human	39364	Sars_cov_2
FPRT20	Influenza	MM	Human	13	Sars_cov_2
FPRT20	Metapneumovirus	MM	Human	8	Sars_cov_2
FPRT20	Rhinovirus	MM	Human	9	Sars_cov_2
FPRT20	Unrelated	MM	Human	14505	Sars_cov_2
FPRT20	Coronaviridae	EQUAL	Influenza	0	Sars_cov_2
FPRT20	Human	EQUAL	Influenza	0	Sars_cov_2
FPRT20	Influenza	EQUAL	Influenza	90600	Sars_cov_2
FPRT20	Metapneumovirus	EQUAL	Influenza	0	Sars_cov_2
FPRT20	Rhinovirus	EQUAL	Influenza	0	Sars_cov_2
FPRT20	Unrelated	EQUAL	Influenza	0	Sars_cov_2
FPRT20	Coronaviridae	INDEL	Influenza	0	Sars_cov_2
FPRT20	Human	INDEL	Influenza	0	Sars_cov_2
FPRT20	Influenza	INDEL	Influenza	29	Sars_cov_2
FPRT20	Metapneumovirus	INDEL	Influenza	0	Sars_cov_2
FPRT20	Rhinovirus	INDEL	Influenza	0	Sars_cov_2
FPRT20	Unrelated	INDEL	Influenza	0	Sars_cov_2
FPRT20	Coronaviridae	MM	Influenza	0	Sars_cov_2
FPRT20	Human	MM	Influenza	0	Sars_cov_2
FPRT20	Influenza	MM	Influenza	25410	Sars_cov_2
FPRT20	Metapneumovirus	MM	Influenza	0	Sars_cov_2
FPRT20	Rhinovirus	MM	Influenza	0	Sars_cov_2
FPRT20	Unrelated	MM	Influenza	0	Sars_cov_2
FPRT20	Coronaviridae	EQUAL	Metapneumovirus	0	Sars_cov_2
FPRT20	Human	EQUAL	Metapneumovirus	0	Sars_cov_2
FPRT20	Influenza	EQUAL	Metapneumovirus	0	Sars_cov_2
FPRT20	Metapneumovirus	EQUAL	Metapneumovirus	17866	Sars_cov_2
FPRT20	Rhinovirus	EQUAL	Metapneumovirus	0	Sars_cov_2
FPRT20	Unrelated	EQUAL	Metapneumovirus	0	Sars_cov_2
FPRT20	Coronaviridae	INDEL	Metapneumovirus	0	Sars_cov_2
FPRT20	Human	INDEL	Metapneumovirus	0	Sars_cov_2
FPRT20	Influenza	INDEL	Metapneumovirus	0	Sars_cov_2
FPRT20	Metapneumovirus	INDEL	Metapneumovirus	1	Sars_cov_2
FPRT20	Rhinovirus	INDEL	Metapneumovirus	0	Sars_cov_2
FPRT20	Unrelated	INDEL	Metapneumovirus	0	Sars_cov_2
FPRT20	Coronaviridae	MM	Metapneumovirus	0	Sars_cov_2
FPRT20	Human	MM	Metapneumovirus	0	Sars_cov_2
FPRT20	Influenza	MM	Metapneumovirus	0	Sars_cov_2
FPRT20	Metapneumovirus	MM	Metapneumovirus	4978	Sars_cov_2
FPRT20	Rhinovirus	MM	Metapneumovirus	0	Sars_cov_2
FPRT20	Unrelated	MM	Metapneumovirus	0	Sars_cov_2
FPRT20	Coronaviridae	EQUAL	pDiscarded	0	Sars_cov_2
FPRT20	Human	EQUAL	pDiscarded	32	Sars_cov_2
FPRT20	Influenza	EQUAL	pDiscarded	36	Sars_cov_2
FPRT20	Metapneumovirus	EQUAL	pDiscarded	11	Sars_cov_2
FPRT20	Rhinovirus	EQUAL	pDiscarded	4	Sars_cov_2
FPRT20	Unrelated	EQUAL	pDiscarded	314	Sars_cov_2
FPRT20	Coronaviridae	INDEL	pDiscarded	0	Sars_cov_2
FPRT20	Human	INDEL	pDiscarded	0	Sars_cov_2
FPRT20	Influenza	INDEL	pDiscarded	0	Sars_cov_2
FPRT20	Metapneumovirus	INDEL	pDiscarded	0	Sars_cov_2
FPRT20	Rhinovirus	INDEL	pDiscarded	1	Sars_cov_2
FPRT20	Unrelated	INDEL	pDiscarded	0	Sars_cov_2
FPRT20	Coronaviridae	MM	pDiscarded	46	Sars_cov_2
FPRT20	Human	MM	pDiscarded	9	Sars_cov_2
FPRT20	Influenza	MM	pDiscarded	48	Sars_cov_2
FPRT20	Metapneumovirus	MM	pDiscarded	32	Sars_cov_2
FPRT20	Rhinovirus	MM	pDiscarded	38	Sars_cov_2
FPRT20	Unrelated	MM	pDiscarded	67	Sars_cov_2
FPRT20	Coronaviridae	EQUAL	rc_discarded	0	Sars_cov_2
FPRT20	Human	EQUAL	rc_discarded	12	Sars_cov_2
FPRT20	Influenza	EQUAL	rc_discarded	21	Sars_cov_2
FPRT20	Metapneumovirus	EQUAL	rc_discarded	10	Sars_cov_2
FPRT20	Rhinovirus	EQUAL	rc_discarded	0	Sars_cov_2
FPRT20	Unrelated	EQUAL	rc_discarded	142	Sars_cov_2
FPRT20	Coronaviridae	INDEL	rc_discarded	0	Sars_cov_2
FPRT20	Human	INDEL	rc_discarded	0	Sars_cov_2
FPRT20	Influenza	INDEL	rc_discarded	0	Sars_cov_2
FPRT20	Metapneumovirus	INDEL	rc_discarded	0	Sars_cov_2
FPRT20	Rhinovirus	INDEL	rc_discarded	0	Sars_cov_2
FPRT20	Unrelated	INDEL	rc_discarded	0	Sars_cov_2
FPRT20	Coronaviridae	MM	rc_discarded	21	Sars_cov_2
FPRT20	Human	MM	rc_discarded	0	Sars_cov_2
FPRT20	Influenza	MM	rc_discarded	30	Sars_cov_2
FPRT20	Metapneumovirus	MM	rc_discarded	19	Sars_cov_2
FPRT20	Rhinovirus	MM	rc_discarded	15	Sars_cov_2
FPRT20	Unrelated	MM	rc_discarded	32	Sars_cov_2
FPRT20	Coronaviridae	EQUAL	Rhinovirus	0	Sars_cov_2
FPRT20	Human	EQUAL	Rhinovirus	0	Sars_cov_2
FPRT20	Influenza	EQUAL	Rhinovirus	0	Sars_cov_2
FPRT20	Metapneumovirus	EQUAL	Rhinovirus	0	Sars_cov_2
FPRT20	Rhinovirus	EQUAL	Rhinovirus	38077	Sars_cov_2
FPRT20	Unrelated	EQUAL	Rhinovirus	22	Sars_cov_2
FPRT20	Coronaviridae	INDEL	Rhinovirus	0	Sars_cov_2
FPRT20	Human	INDEL	Rhinovirus	0	Sars_cov_2
FPRT20	Influenza	INDEL	Rhinovirus	0	Sars_cov_2
FPRT20	Metapneumovirus	INDEL	Rhinovirus	0	Sars_cov_2
FPRT20	Rhinovirus	INDEL	Rhinovirus	10	Sars_cov_2
FPRT20	Unrelated	INDEL	Rhinovirus	0	Sars_cov_2
FPRT20	Coronaviridae	MM	Rhinovirus	0	Sars_cov_2
FPRT20	Human	MM	Rhinovirus	0	Sars_cov_2
FPRT20	Influenza	MM	Rhinovirus	0	Sars_cov_2
FPRT20	Metapneumovirus	MM	Rhinovirus	0	Sars_cov_2
FPRT20	Rhinovirus	MM	Rhinovirus	10856	Sars_cov_2
FPRT20	Unrelated	MM	Rhinovirus	4	Sars_cov_2
FPRT21	Coronaviridae	EQUAL	Coronaviridae	395	Sars_cov_2
FPRT21	Human	EQUAL	Coronaviridae	0	Sars_cov_2
FPRT21	Influenza	EQUAL	Coronaviridae	0	Sars_cov_2
FPRT21	Metapneumovirus	EQUAL	Coronaviridae	0	Sars_cov_2
FPRT21	Rhinovirus	EQUAL	Coronaviridae	0	Sars_cov_2
FPRT21	Coronaviridae	INDEL	Coronaviridae	0	Sars_cov_2
FPRT21	Human	INDEL	Coronaviridae	0	Sars_cov_2
FPRT21	Influenza	INDEL	Coronaviridae	0	Sars_cov_2
FPRT21	Metapneumovirus	INDEL	Coronaviridae	0	Sars_cov_2
FPRT21	Rhinovirus	INDEL	Coronaviridae	0	Sars_cov_2
FPRT21	Coronaviridae	MM	Coronaviridae	95	Sars_cov_2
FPRT21	Human	MM	Coronaviridae	0	Sars_cov_2
