filename class pp_0.95 reads prop_totalreads
SRR4427249 Human below 272145 48.0195
SRR4427249 Discarded below 294521 51.9678
SRR4427249 rc_discarded below 61 0.0107634
SRR4427250 SARS-CoV-2 below 0 0
SRR4427250 Coronaviridae below 2 4.45179e-4
SRR4427250 Influenza below 0 0
SRR4427250 Metapneumovirus below 0 0
SRR4427250 Rhinovirus below 4 8.90359e-4
SRR4427250 Human below 228457 50.8522
SRR4427250 Discarded below 220747 49.136
SRR4427250 rc_discarded below 47 0.0104617
SRR4427251 SARS-CoV-2 below 0 0
SRR4427251 Coronaviridae below 2 4.79316e-4
SRR4427251 Influenza below 0 0
SRR4427251 Metapneumovirus below 0 0
SRR4427251 Rhinovirus below 3 7.18974e-4
SRR4427251 Human below 222730 53.3791
SRR4427251 Discarded below 194473 46.607
SRR4427251 rc_discarded below 53 0.0127019
SRR4427252 SARS-CoV-2 below 0 0
SRR4427252 Coronaviridae below 3 5.61769e-4
SRR4427252 Influenza below 0 0
SRR4427252 Metapneumovirus below 0 0
SRR4427252 Rhinovirus below 2032 0.380505
SRR4427252 Human below 220453 41.2812
SRR4427252 Discarded below 311455 58.322
SRR4427252 rc_discarded below 84 0.0157295
SRR4427253 SARS-CoV-2 below 0 0
SRR4427253 Coronaviridae below 2 5.38915e-4
SRR4427253 Influenza below 0 0
SRR4427253 Metapneumovirus below 0 0
SRR4427253 Rhinovirus below 4 0.00107783
SRR4427253 Human below 198885 53.5911
SRR4427253 Discarded below 172171 46.3928
SRR4427253 rc_discarded below 54 0.0145507
SRR4427254 SARS-CoV-2 below 0 0
SRR4427254 Coronaviridae below 4 5.73272e-4
SRR4427254 Influenza below 0 0
SRR4427254 Metapneumovirus below 0 0
SRR4427254 Rhinovirus below 7 0.00100323
SRR4427254 Human below 413610 59.2778
SRR4427254 Discarded below 284033 40.707
SRR4427254 rc_discarded below 95 0.0136152
SRR4427255 SARS-CoV-2 below 0 0
SRR4427255 Coronaviridae below 2 2.60453e-4
SRR4427255 Influenza below 0 0
SRR4427255 Metapneumovirus below 0 0
SRR4427255 Rhinovirus below 7 9.11585e-4
SRR4427255 Human below 449478 58.5339
SRR4427255 Discarded below 318301 41.4512
SRR4427255 rc_discarded below 105 0.0136738
SRR4427256 SARS-CoV-2 below 0 0
SRR4427256 Coronaviridae below 8 8.31245e-4
SRR4427256 Influenza below 0 0
SRR4427256 Metapneumovirus below 0 0
SRR4427256 Rhinovirus below 11 0.00114296
SRR4427256 Human below 637023 66.1903
SRR4427256 Discarded below 325193 33.7894
SRR4427256 rc_discarded below 177 0.0183913
SRR4427257 SARS-CoV-2 below 0 0
SRR4427257 Coronaviridae below 10 8.84896e-4
SRR4427257 Influenza below 0 0
SRR4427257 Metapneumovirus below 0 0
SRR4427257 Rhinovirus below 9 7.96407e-4
SRR4427257 Human below 798832 70.6883
SRR4427257 Discarded below 330998 29.2899
SRR4427257 rc_discarded below 227 0.0200871
SRR4427258 SARS-CoV-2 below 0 0
SRR4427258 Coronaviridae below 9 0.00113788
SRR4427258 Influenza below 0 0
SRR4427258 Metapneumovirus below 0 0
SRR4427258 Rhinovirus below 14 0.00177004
SRR4427258 Human below 525757 66.4721
SRR4427258 Discarded below 265004 33.5048
SRR4427258 rc_discarded below 160 0.020229
SRR4427259 SARS-CoV-2 below 0 0
SRR4427259 Coronaviridae below 9 0.00104813
SRR4427259 Influenza below 0 0
SRR4427259 Metapneumovirus below 0 0
SRR4427259 Rhinovirus below 12 0.00139751
SRR4427259 Human below 619329 72.1265
SRR4427259 Discarded below 239145 27.8506
SRR4427259 rc_discarded below 175 0.0203804
SRR4427260 SARS-CoV-2 below 0 0
SRR4427260 Coronaviridae below 9 0.00112653
SRR4427260 Influenza below 0 0
SRR4427260 Metapneumovirus below 0 0
SRR4427260 Rhinovirus below 16 0.00200271
SRR4427260 Human below 559152 69.9887
SRR4427260 Discarded below 239608 29.9916
SRR4427260 rc_discarded below 132 0.0165224
SRR4427261 SARS-CoV-2 below 0 0
SRR4427261 Coronaviridae below 3 0.00047423400000000003
SRR4427261 Influenza below 0 0
SRR4427261 Metapneumovirus below 0 0
SRR4427261 Rhinovirus below 99 0.0156497
SRR4427261 Human below 363964 57.5347
SRR4427261 Discarded below 268463 42.4381
SRR4427261 rc_discarded below 70 0.0110655
SRR4427262 SARS-CoV-2 below 0 0
SRR4427262 Coronaviridae below 1 1.53783e-4
SRR4427262 Influenza below 0 0
SRR4427262 Metapneumovirus below 33 0.00507482
SRR4427262 Rhinovirus below 5 7.68913e-4
SRR4427262 Human below 367670 56.5412
SRR4427262 Discarded below 282470 43.4389
SRR4427262 rc_discarded below 90 0.0138404
SRR4427263 SARS-CoV-2 below 0 0
SRR4427263 Coronaviridae below 7 9.25959e-4
SRR4427263 Influenza below 0 0
SRR4427263 Metapneumovirus below 0 0
SRR4427263 Rhinovirus below 9 0.00119052
SRR4427263 Human below 477298 63.1369
SRR4427263 Discarded below 278517 36.8422
SRR4427263 rc_discarded below 142 0.0187837
SRR4427264 SARS-CoV-2 below 0 0
SRR4427264 Coronaviridae below 7 8.72389e-4
SRR4427264 Influenza below 0 0
SRR4427264 Metapneumovirus below 0 0
SRR4427264 Rhinovirus below 10 0.00124627
SRR4427264 Human below 474591 59.1469
SRR4427264 Discarded below 327695 40.8397
SRR4427264 rc_discarded below 91 0.0113411
SRR4427265 SARS-CoV-2 below 0 0
SRR4427265 Coronaviridae below 6 6.59136e-4
SRR4427265 Influenza below 0 0
SRR4427265 Metapneumovirus below 0 0
SRR4427265 Rhinovirus below 9 9.88705e-4
SRR4427265 Human below 675659 74.2252
SRR4427265 Discarded below 234414 25.7518
SRR4427265 rc_discarded below 194 0.0213121
SRR4427266 SARS-CoV-2 below 0 0
SRR4427266 Coronaviridae below 12 0.00146898
SRR4427266 Influenza below 0 0
SRR4427266 Metapneumovirus below 0 0
SRR4427266 Rhinovirus below 9 0.00110174
SRR4427266 Human below 538116 65.8737
SRR4427266 Discarded below 278618 34.1071
SRR4427266 rc_discarded below 136 0.0166485
SRR4427267 SARS-CoV-2 below 0 0
SRR4427267 Coronaviridae below 8 7.92104e-4
SRR4427267 Influenza below 124 0.0122776
SRR4427267 Metapneumovirus below 0 0
SRR4427267 Rhinovirus below 14 0.00138618
SRR4427267 Human below 749274 74.1878
SRR4427267 Discarded below 260281 25.7712
SRR4427267 rc_discarded below 268 0.0265355
SRR4427268 SARS-CoV-2 below 0 0
SRR4427268 Coronaviridae below 8 7.08058e-4
SRR4427268 Influenza below 0 0
SRR4427268 Metapneumovirus below 0 0
SRR4427268 Rhinovirus below 16 0.00141612
SRR4427268 Human below 800671 70.8652
SRR4427268 Discarded below 328945 29.114
SRR4427268 rc_discarded below 211 0.018675
SRR4427269 SARS-CoV-2 below 0 0
SRR4427269 Coronaviridae below 5 6.0862e-4
SRR4427269 Influenza below 0 0
SRR4427269 Metapneumovirus below 0 0
SRR4427269 Rhinovirus below 11 0.00133896
SRR4427269 Human below 375005 45.6471
SRR4427269 Discarded below 446363 54.3331
SRR4427269 rc_discarded below 147 0.0178934
SRR4427270 SARS-CoV-2 below 0 0
SRR4427270 Coronaviridae below 6 9.36474e-4
SRR4427270 Influenza below 0 0
SRR4427270 Metapneumovirus below 0 0
SRR4427270 Rhinovirus below 1282 0.200093
SRR4427270 Human below 281642 43.9584
SRR4427270 Discarded below 356999 55.7201
SRR4427270 rc_discarded below 772 0.120493
SRR4427271 SARS-CoV-2 below 0 0
SRR4427271 Coronaviridae below 3 8.01344e-4
SRR4427271 Influenza below 0 0
SRR4427271 Metapneumovirus below 0 0
SRR4427271 Rhinovirus below 12 0.00320538
SRR4427271 Human below 198253 52.9563
SRR4427271 Discarded below 176046 47.0245
SRR4427271 rc_discarded below 57 0.0152255
SRR4427272 SARS-CoV-2 below 0 0
SRR4427272 Coronaviridae below 265 0.0509731
SRR4427272 Influenza below 0 0
SRR4427272 Metapneumovirus below 0 0
SRR4427272 Rhinovirus below 2 3.84703e-4
SRR4427272 Human below 211744 40.7292
SRR4427272 Discarded below 307827 59.2109
SRR4427272 rc_discarded below 44 0.00846346
SRR4427273 SARS-CoV-2 below 0 0
SRR4427273 Coronaviridae below 6 7.50431e-4
SRR4427273 Influenza below 0 0
SRR4427273 Metapneumovirus below 0 0
SRR4427273 Rhinovirus below 1356 0.169597
SRR4427273 Human below 515171 64.4333
SRR4427273 Discarded below 282842 35.3755
SRR4427273 rc_discarded below 166 0.0207619
SRR4427274 SARS-CoV-2 below 0 0
SRR4427274 Coronaviridae below 5 7.54495e-4
SRR4427274 Influenza below 0 0
SRR4427274 Metapneumovirus below 0 0
SRR4427274 Rhinovirus below 34 0.00513057
SRR4427274 Human below 405304 61.16
SRR4427274 Discarded below 257258 38.82
SRR4427274 rc_discarded below 94 0.0141845
SRR4427275 SARS-CoV-2 below 0 0
SRR4427275 Coronaviridae below 10 0.00139689
SRR4427275 Influenza below 0 0
SRR4427275 Metapneumovirus below 0 0
SRR4427275 Rhinovirus below 26 0.00363192
SRR4427275 Human below 463198 64.7038
SRR4427275 Discarded below 252539 35.277
SRR4427275 rc_discarded below 101 0.0141086
SRR4427276 SARS-CoV-2 below 0 0
SRR4427276 Coronaviridae below 5 5.86708e-4
SRR4427276 Influenza below 0 0
SRR4427276 Metapneumovirus below 0 0
SRR4427276 Rhinovirus below 17 0.00199481
SRR4427276 Human below 611974 71.8101
SRR4427276 Discarded below 240061 28.1692
SRR4427276 rc_discarded below 155 0.018188
SRR4427277 SARS-CoV-2 below 0 0
SRR4427277 Coronaviridae below 8 9.56659e-4
SRR4427277 Influenza below 0 0
SRR4427277 Metapneumovirus below 0 0
SRR4427277 Rhinovirus below 22 0.00263081
SRR4427277 Human below 594861 71.1349
SRR4427277 Discarded below 241208 28.8442
SRR4427277 rc_discarded below 145 0.0173394
SRR4427278 SARS-CoV-2 below 0 0
SRR4427278 Coronaviridae below 9 9.03099e-4
SRR4427278 Influenza below 0 0
SRR4427278 Metapneumovirus below 0 0
SRR4427278 Rhinovirus below 20 0.00200689
SRR4427278 Human below 719957 72.2436
SRR4427278 Discarded below 276384 27.7336
SRR4427278 rc_discarded below 199 0.0199685
SRR4427279 SARS-CoV-2 below 0 0
SRR4427279 Coronaviridae below 1 1.9299e-4
SRR4427279 Influenza below 0 0
SRR4427279 Metapneumovirus below 0 0
SRR4427279 Rhinovirus below 10 0.0019299
SRR4427279 Human below 272299 52.5509
SRR4427279 Discarded below 245478 47.3748
SRR4427279 rc_discarded below 374 0.0721782
SRR4427280 SARS-CoV-2 below 0 0
SRR4427280 Coronaviridae below 5 7.31037e-4
SRR4427280 Influenza below 0 0
SRR4427280 Metapneumovirus below 0 0
SRR4427280 Rhinovirus below 363 0.0530733
SRR4427280 Human below 428531 62.6544
SRR4427280 Discarded below 254955 37.2763
SRR4427280 rc_discarded below 106 0.015498
SRR4427281 SARS-CoV-2 below 0 0
SRR4427281 Coronaviridae below 9 8.44124e-4
SRR4427281 Influenza below 0 0
SRR4427281 Metapneumovirus below 0 0
SRR4427281 Rhinovirus below 12 0.0011255
SRR4427281 Human below 752847 70.6107
SRR4427281 Discarded below 313126 29.3686
SRR4427281 rc_discarded below 200 0.0187583
SRR4427282 SARS-CoV-2 below 0 0
SRR4427282 Coronaviridae below 5 5.97382e-4
SRR4427282 Influenza below 0 0
SRR4427282 Metapneumovirus below 0 0
SRR4427282 Rhinovirus below 12 0.00143372
SRR4427282 Human below 583787 69.7488
SRR4427282 Discarded below 253048 30.2333
SRR4427282 rc_discarded below 133 0.0158904
SRR4427283 SARS-CoV-2 below 0 0
SRR4427283 Coronaviridae below 14 0.00174436
SRR4427283 Influenza below 0 0
SRR4427283 Metapneumovirus below 0 0
SRR4427283 Rhinovirus below 16 0.00199356
SRR4427283 Human below 477130 59.4491
SRR4427283 Discarded below 325301 40.5316
SRR4427283 rc_discarded below 125 0.0155747
SRR4427284 SARS-CoV-2 below 0 0
SRR4427284 Coronaviridae below 6 8.91467e-4
SRR4427284 Influenza below 0 0
SRR4427284 Metapneumovirus below 0 0
SRR4427284 Rhinovirus below 6 8.91467e-4
SRR4427284 Human below 412228 61.2479
SRR4427284 Discarded below 260728 38.7384
SRR4427284 rc_discarded below 80 0.0118862
SRR4427285 SARS-CoV-2 below 0 0
SRR4427285 Coronaviridae below 5 6.89901e-4
SRR4427285 Influenza below 0 0
SRR4427285 Metapneumovirus below 0 0
SRR4427285 Rhinovirus below 16 0.00220768
SRR4427285 Human below 519894 71.735
SRR4427285 Discarded below 204691 28.2433
SRR4427285 rc_discarded below 136 0.0187653
SRR4427286 SARS-CoV-2 below 0 0
SRR4427286 Coronaviridae below 4 4.61508e-4
SRR4427286 Influenza below 0 0
SRR4427286 Metapneumovirus below 0 0
SRR4427286 Rhinovirus below 14 0.00161528
SRR4427286 Human below 653501 75.399
SRR4427286 Discarded below 213032 24.579
SRR4427286 rc_discarded below 173 0.0199602
SRR4427287 SARS-CoV-2 below 0 0
SRR4427287 Coronaviridae below 5 8.13412e-4
SRR4427287 Influenza below 0 0
SRR4427287 Metapneumovirus below 0 0
SRR4427287 Rhinovirus below 3 4.88047e-4
SRR4427287 Human below 236987 38.5536
SRR4427287 Discarded below 377629 61.4336
SRR4427287 rc_discarded below 71 0.0115504
SRR4427288 SARS-CoV-2 below 0 0
SRR4427288 Coronaviridae below 1 3.13539e-4
SRR4427288 Influenza below 0 0
SRR4427288 Metapneumovirus below 0 0
SRR4427288 Rhinovirus below 4 0.00125415
SRR4427288 Human below 151294 47.4365
SRR4427288 Discarded below 167617 52.5544
SRR4427288 rc_discarded below 24 0.00752493
SRR4427289 SARS-CoV-2 below 0 0
SRR4427289 Coronaviridae below 6 9.93006e-4
SRR4427289 Influenza below 0 0
SRR4427289 Metapneumovirus below 0 0
SRR4427289 Rhinovirus below 6 9.93006e-4
SRR4427289 Human below 337018 55.7768
SRR4427289 Discarded below 267106 44.2063
SRR4427289 rc_discarded below 90 0.0148951
SRR4427290 SARS-CoV-2 below 0 0
SRR4427290 Coronaviridae below 4 6.47248e-4
SRR4427290 Influenza below 0 0
SRR4427290 Metapneumovirus below 0 0
SRR4427290 Rhinovirus below 9 0.00145631
SRR4427290 Human below 354773 57.4065
SRR4427290 Discarded below 263132 42.5779
SRR4427290 rc_discarded below 83 0.0134304
SRR4427291 SARS-CoV-2 below 0 0
SRR4427291 Coronaviridae below 3 5.17183e-4
SRR4427291 Influenza below 0 0
SRR4427291 Metapneumovirus below 0 0
SRR4427291 Rhinovirus below 4 6.89577e-4
SRR4427291 Human below 309744 53.3981
SRR4427291 Discarded below 270231 46.5863
SRR4427291 rc_discarded below 84 0.0144811
SRR4427292 SARS-CoV-2 below 0 0
SRR4427292 Coronaviridae below 5 8.07666e-4
SRR4427292 Influenza below 0 0
SRR4427292 Metapneumovirus below 0 0
SRR4427292 Rhinovirus below 6 9.69199e-4
SRR4427292 Human below 303714 49.0599
SRR4427292 Discarded below 315257 50.9245
SRR4427292 rc_discarded below 86 0.0138919
SRR4427293 SARS-CoV-2 below 0 0
SRR4427293 Coronaviridae below 3 3.61898e-4
SRR4427293 Influenza below 0 0
SRR4427293 Metapneumovirus below 0 0
SRR4427293 Rhinovirus below 8 9.6506e-4
SRR4427293 Human below 471640 56.8951
SRR4427293 Discarded below 357206 43.0907
SRR4427293 rc_discarded below 107 0.0129077
SRR4427294 SARS-CoV-2 below 0 0
SRR4427294 Coronaviridae below 3 8.06703e-4
SRR4427294 Influenza below 0 0
SRR4427294 Metapneumovirus below 0 0
SRR4427294 Rhinovirus below 54 0.0145207
SRR4427294 Human below 204193 54.9077
SRR4427294 Discarded below 167589 45.0649
SRR4427294 rc_discarded below 45 0.0121005
SRR4427295 SARS-CoV-2 below 0 0
SRR4427295 Coronaviridae below 1 2.6086e-4
SRR4427295 Influenza below 0 0
SRR4427295 Metapneumovirus below 0 0
SRR4427295 Rhinovirus below 71 0.018521
SRR4427295 Human below 147668 38.5206
SRR4427295 Discarded below 235570 61.4507
SRR4427295 rc_discarded below 38 0.00991266
SRR4427296 SARS-CoV-2 below 0 0
SRR4427296 Coronaviridae below 0 0
SRR4427296 Influenza below 0 0
SRR4427296 Metapneumovirus below 0 0
SRR4427296 Rhinovirus below 46 0.00770546
SRR4427296 Human below 290406 48.6459
SRR4427296 Discarded below 306367 51.3196
SRR4427296 rc_discarded below 160 0.0268016
