run	classifier	class	nreads	rproportion	study
SRR4427271	kraken	Rhinovirus	0	0	GALA
SRR4427271	kraken	Coronaviridae	0	0	GALA
SRR4427271	kraken	Influenza	0	0	GALA
SRR4427271	kraken	Metapneumovirus	0	0	GALA
SRR4427271	kraken	Sars_cov_2	0	0	GALA
SRR4427272	pacific	Coronaviridae	257	0.12119497300228715	GALA
SRR4427272	pacific	Rhinovirus	2	9.431515408738299e-4	GALA
SRR4427272	pacific	Influenza	0	0	GALA
SRR4427272	pacific	Metapneumovirus	0	0	GALA
SRR4427272	pacific	Sars_cov_2	0	0	GALA
SRR4427272	bwa	Coronaviridae	281	0.1325127914927731	GALA
SRR4427272	bwa	Rhinovirus	0	0	GALA
SRR4427272	bwa	Influenza	0	0	GALA
SRR4427272	bwa	Metapneumovirus	0	0	GALA
SRR4427272	bwa	Sars_cov_2	0	0	GALA
SRR4427272	kraken	Coronaviridae	277	0.13062648841102542	GALA
SRR4427272	kraken	Rhinovirus	0	0	GALA
SRR4427272	kraken	Influenza	0	0	GALA
SRR4427272	kraken	Metapneumovirus	0	0	GALA
SRR4427272	kraken	Sars_cov_2	0	0	GALA
SRR4427273	pacific	Rhinovirus	1318	0.2550808110718233	GALA
SRR4427273	pacific	Coronaviridae	3	5.806088264153792e-4	GALA
SRR4427273	pacific	Influenza	0	0	GALA
SRR4427273	pacific	Metapneumovirus	0	0	GALA
SRR4427273	pacific	Sars_cov_2	0	0	GALA
SRR4427273	bwa	Rhinovirus	1402	0.27133785821145384	GALA
SRR4427273	bwa	Coronaviridae	0	0	GALA
SRR4427273	bwa	Influenza	0	0	GALA
SRR4427273	bwa	Metapneumovirus	0	0	GALA
SRR4427273	bwa	Sars_cov_2	0	0	GALA
SRR4427273	kraken	Rhinovirus	1180	0.2283728050567158	GALA
SRR4427273	kraken	Coronaviridae	0	0	GALA
SRR4427273	kraken	Influenza	0	0	GALA
SRR4427273	kraken	Metapneumovirus	0	0	GALA
SRR4427273	kraken	Sars_cov_2	0	0	GALA
SRR4427274	pacific	Rhinovirus	32	0.007892718227492804	GALA
SRR4427274	pacific	Coronaviridae	1	0.00024664744460915013	GALA
SRR4427274	pacific	Influenza	0	0	GALA
SRR4427274	pacific	Metapneumovirus	0	0	GALA
SRR4427274	pacific	Sars_cov_2	0	0	GALA
SRR4427274	bwa	Rhinovirus	3	7.399423338274503e-4	GALA
SRR4427274	bwa	Coronaviridae	0	0	GALA
SRR4427274	bwa	Influenza	0	0	GALA
SRR4427274	bwa	Metapneumovirus	0	0	GALA
SRR4427274	bwa	Sars_cov_2	0	0	GALA
SRR4427274	kraken	Rhinovirus	36	0.008879308005929405	GALA
SRR4427274	kraken	Coronaviridae	0	0	GALA
SRR4427274	kraken	Influenza	0	0	GALA
SRR4427274	kraken	Metapneumovirus	0	0	GALA
SRR4427274	kraken	Sars_cov_2	0	0	GALA
SRR4427275	pacific	Rhinovirus	18	0.0038848781119492377	GALA
SRR4427275	pacific	Coronaviridae	6	0.0012949593706497457	GALA
SRR4427275	pacific	Influenza	0	0	GALA
SRR4427275	pacific	Metapneumovirus	0	0	GALA
SRR4427275	pacific	Sars_cov_2	0	0	GALA
SRR4427275	bwa	Rhinovirus	16	0.0034532249883993224	GALA
SRR4427275	bwa	Coronaviridae	0	0	GALA
SRR4427275	bwa	Influenza	0	0	GALA
SRR4427275	bwa	Metapneumovirus	0	0	GALA
SRR4427275	bwa	Sars_cov_2	0	0	GALA
SRR4427275	kraken	Rhinovirus	8	0.0017266124941996612	GALA
SRR4427275	kraken	Coronaviridae	0	0	GALA
SRR4427275	kraken	Influenza	0	0	GALA
SRR4427275	kraken	Metapneumovirus	0	0	GALA
SRR4427275	kraken	Sars_cov_2	0	0	GALA
SRR4427276	pacific	Rhinovirus	9	0.0014702254835816653	GALA
SRR4427276	pacific	Coronaviridae	4	6.534335482585179e-4	GALA
SRR4427276	pacific	Influenza	0	0	GALA
SRR4427276	pacific	Metapneumovirus	0	0	GALA
SRR4427276	pacific	Sars_cov_2	0	0	GALA
SRR4427276	bwa	Rhinovirus	3	4.900751611938884e-4	GALA
SRR4427276	bwa	Coronaviridae	0	0	GALA
SRR4427276	bwa	Influenza	0	0	GALA
SRR4427276	bwa	Metapneumovirus	0	0	GALA
SRR4427276	bwa	Sars_cov_2	0	0	GALA
SRR4427276	kraken	Rhinovirus	0	0	GALA
SRR4427276	kraken	Coronaviridae	0	0	GALA
SRR4427276	kraken	Influenza	0	0	GALA
SRR4427276	kraken	Metapneumovirus	0	0	GALA
SRR4427276	kraken	Sars_cov_2	0	0	GALA
SRR4427277	pacific	Rhinovirus	15	0.002520855880988713	GALA
SRR4427277	pacific	Coronaviridae	6	0.0010083423523954852	GALA
SRR4427277	pacific	Influenza	0	0	GALA
SRR4427277	pacific	Metapneumovirus	0	0	GALA
SRR4427277	pacific	Sars_cov_2	0	0	GALA
SRR4427277	bwa	Rhinovirus	13	0.0021847417635235517	GALA
SRR4427277	bwa	Coronaviridae	0	0	GALA
SRR4427277	bwa	Influenza	0	0	GALA
SRR4427277	bwa	Metapneumovirus	0	0	GALA
SRR4427277	bwa	Sars_cov_2	0	0	GALA
SRR4427277	kraken	Rhinovirus	13	0.0021847417635235517	GALA
SRR4427277	kraken	Coronaviridae	0	0	GALA
SRR4427277	kraken	Influenza	0	0	GALA
SRR4427277	kraken	Metapneumovirus	0	0	GALA
SRR4427277	kraken	Sars_cov_2	0	0	GALA
SRR4427278	pacific	Rhinovirus	11	0.0015273853246040947	GALA
SRR4427278	pacific	Coronaviridae	5	6.94266056638225e-4	GALA
SRR4427278	pacific	Influenza	0	0	GALA
SRR4427278	pacific	Metapneumovirus	0	0	GALA
SRR4427278	pacific	Sars_cov_2	0	0	GALA
SRR4427278	bwa	Rhinovirus	0	0	GALA
SRR4427278	bwa	Coronaviridae	0	0	GALA
SRR4427278	bwa	Influenza	0	0	GALA
SRR4427278	bwa	Metapneumovirus	0	0	GALA
SRR4427278	bwa	Sars_cov_2	0	0	GALA
SRR4427278	kraken	Rhinovirus	0	0	GALA
SRR4427278	kraken	Coronaviridae	0	0	GALA
SRR4427278	kraken	Influenza	0	0	GALA
SRR4427278	kraken	Metapneumovirus	0	0	GALA
SRR4427278	kraken	Sars_cov_2	0	0	GALA
SRR4427279	pacific	Metapneumovirus	0	0	GALA
SRR4427279	pacific	Rhinovirus	7	0.0025670739757374834	GALA
SRR4427279	pacific	Coronaviridae	1	3.6672485367678336e-4	GALA
SRR4427279	pacific	Influenza	0	0	GALA
SRR4427279	pacific	Sars_cov_2	0	0	GALA
SRR4427279	bwa	Metapneumovirus	28	0.010268295902949934	GALA
SRR4427279	bwa	Rhinovirus	0	0	GALA
SRR4427279	bwa	Coronaviridae	0	0	GALA
SRR4427279	bwa	Influenza	0	0	GALA
SRR4427279	bwa	Sars_cov_2	0	0	GALA
SRR4427279	kraken	Metapneumovirus	18	0.006601047366182102	GALA
SRR4427279	kraken	Rhinovirus	0	0	GALA
SRR4427279	kraken	Coronaviridae	0	0	GALA
SRR4427279	kraken	Influenza	0	0	GALA
SRR4427279	kraken	Sars_cov_2	0	0	GALA
SRR4427280	pacific	Rhinovirus	355	0.08274961830281698	GALA
SRR4427280	pacific	Coronaviridae	2	4.661950326919267e-4	GALA
SRR4427280	pacific	Influenza	0	0	GALA
SRR4427280	pacific	Metapneumovirus	0	0	GALA
SRR4427280	pacific	Sars_cov_2	0	0	GALA
SRR4427280	bwa	Rhinovirus	29	0.006759827974032937	GALA
SRR4427280	bwa	Coronaviridae	0	0	GALA
SRR4427280	bwa	Influenza	0	0	GALA
SRR4427280	bwa	Metapneumovirus	0	0	GALA
SRR4427280	bwa	Sars_cov_2	0	0	GALA
SRR4427280	kraken	Rhinovirus	387	0.0902087388258878	GALA
SRR4427280	kraken	Coronaviridae	0	0	GALA
SRR4427280	kraken	Influenza	0	0	GALA
SRR4427280	kraken	Metapneumovirus	0	0	GALA
SRR4427280	kraken	Sars_cov_2	0	0	GALA
SRR4427281	pacific	Rhinovirus	8	0.0010623210652955643	GALA
SRR4427281	pacific	Coronaviridae	6	7.967407989716731e-4	GALA
SRR4427281	pacific	Influenza	0	0	GALA
SRR4427281	pacific	Metapneumovirus	0	0	GALA
SRR4427281	pacific	Sars_cov_2	0	0	GALA
SRR4427281	bwa	Rhinovirus	0	0	GALA
SRR4427281	bwa	Coronaviridae	0	0	GALA
SRR4427281	bwa	Influenza	0	0	GALA
SRR4427281	bwa	Metapneumovirus	0	0	GALA
SRR4427281	bwa	Sars_cov_2	0	0	GALA
SRR4427281	kraken	Rhinovirus	0	0	GALA
SRR4427281	kraken	Coronaviridae	0	0	GALA
SRR4427281	kraken	Influenza	0	0	GALA
SRR4427281	kraken	Metapneumovirus	0	0	GALA
SRR4427281	kraken	Sars_cov_2	0	0	GALA
SRR4427282	pacific	Rhinovirus	12	0.0020550162089403483	GALA
SRR4427282	pacific	Coronaviridae	4	6.85005402980116e-4	GALA
SRR4427282	pacific	Influenza	0	0	GALA
SRR4427282	pacific	Metapneumovirus	0	0	GALA
SRR4427282	pacific	Sars_cov_2	0	0	GALA
SRR4427282	bwa	Rhinovirus	0	0	GALA
SRR4427282	bwa	Coronaviridae	0	0	GALA
SRR4427282	bwa	Influenza	0	0	GALA
SRR4427282	bwa	Metapneumovirus	0	0	GALA
SRR4427282	bwa	Sars_cov_2	0	0	GALA
SRR4427282	kraken	Rhinovirus	0	0	GALA
SRR4427282	kraken	Coronaviridae	0	0	GALA
SRR4427282	kraken	Influenza	0	0	GALA
SRR4427282	kraken	Metapneumovirus	0	0	GALA
SRR4427282	kraken	Sars_cov_2	0	0	GALA
SRR4427283	pacific	Rhinovirus	14	0.002933257906701447	GALA
SRR4427283	pacific	Coronaviridae	12	0.0025142210628869544	GALA
SRR4427283	pacific	Influenza	0	0	GALA
SRR4427283	pacific	Metapneumovirus	0	0	GALA
SRR4427283	pacific	Sars_cov_2	0	0	GALA
SRR4427283	bwa	Rhinovirus	0	0	GALA
SRR4427283	bwa	Coronaviridae	6	0.0012571105314434772	GALA
SRR4427283	bwa	Influenza	0	0	GALA
SRR4427283	bwa	Metapneumovirus	0	0	GALA
SRR4427283	bwa	Sars_cov_2	0	0	GALA
SRR4427283	kraken	Rhinovirus	0	0	GALA
SRR4427283	kraken	Coronaviridae	6	0.0012571105314434772	GALA
SRR4427283	kraken	Influenza	0	0	GALA
SRR4427283	kraken	Metapneumovirus	0	0	GALA
SRR4427283	kraken	Sars_cov_2	0	0	GALA
SRR4427284	pacific	Coronaviridae	5	0.001212650368645712	GALA
SRR4427284	pacific	Rhinovirus	3	7.275902211874273e-4	GALA
SRR4427284	pacific	Influenza	0	0	GALA
SRR4427284	pacific	Metapneumovirus	0	0	GALA
SRR4427284	pacific	Sars_cov_2	0	0	GALA
SRR4427284	bwa	Coronaviridae	0	0	GALA
SRR4427284	bwa	Rhinovirus	0	0	GALA
SRR4427284	bwa	Influenza	0	0	GALA
SRR4427284	bwa	Metapneumovirus	0	0	GALA
SRR4427284	bwa	Sars_cov_2	0	0	GALA
SRR4427284	kraken	Coronaviridae	0	0	GALA
SRR4427284	kraken	Rhinovirus	0	0	GALA
SRR4427284	kraken	Influenza	0	0	GALA
SRR4427284	kraken	Metapneumovirus	0	0	GALA
SRR4427284	kraken	Sars_cov_2	0	0	GALA
SRR4427285	pacific	Rhinovirus	8	0.0015383106656847115	GALA
SRR4427285	pacific	Coronaviridae	5	9.614441660529448e-4	GALA
SRR4427285	pacific	Influenza	0	0	GALA
SRR4427285	pacific	Metapneumovirus	0	0	GALA
SRR4427285	pacific	Sars_cov_2	0	0	GALA
SRR4427285	bwa	Rhinovirus	0	0	GALA
SRR4427285	bwa	Coronaviridae	0	0	GALA
SRR4427285	bwa	Influenza	0	0	GALA
SRR4427285	bwa	Metapneumovirus	0	0	GALA
SRR4427285	bwa	Sars_cov_2	0	0	GALA
SRR4427285	kraken	Rhinovirus	0	0	GALA
SRR4427285	kraken	Coronaviridae	0	0	GALA
SRR4427285	kraken	Influenza	0	0	GALA
SRR4427285	kraken	Metapneumovirus	0	0	GALA
SRR4427285	kraken	Sars_cov_2	0	0	GALA
SRR4427286	pacific	Rhinovirus	11	0.0016827496741584722	GALA
SRR4427286	pacific	Coronaviridae	2	3.059544862106313e-4	GALA
SRR4427286	pacific	Influenza	0	0	GALA
SRR4427286	pacific	Metapneumovirus	0	0	GALA
SRR4427286	pacific	Sars_cov_2	0	0	GALA
SRR4427286	bwa	Rhinovirus	0	0	GALA
SRR4427286	bwa	Coronaviridae	0	0	GALA
SRR4427286	bwa	Influenza	0	0	GALA
SRR4427286	bwa	Metapneumovirus	0	0	GALA
SRR4427286	bwa	Sars_cov_2	0	0	GALA
SRR4427286	kraken	Rhinovirus	0	0	GALA
SRR4427286	kraken	Coronaviridae	0	0	GALA
SRR4427286	kraken	Influenza	0	0	GALA
SRR4427286	kraken	Metapneumovirus	0	0	GALA
SRR4427286	kraken	Sars_cov_2	0	0	GALA
SRR4427287	pacific	Coronaviridae	3	0.0012654703753385132	GALA
SRR4427287	pacific	Rhinovirus	1	4.2182345844617104e-4	GALA
SRR4427287	pacific	Influenza	0	0	GALA
SRR4427287	pacific	Metapneumovirus	0	0	GALA
SRR4427287	pacific	Sars_cov_2	0	0	GALA
SRR4427287	bwa	Coronaviridae	0	0	GALA
SRR4427287	bwa	Rhinovirus	0	0	GALA
SRR4427287	bwa	Influenza	0	0	GALA
SRR4427287	bwa	Metapneumovirus	0	0	GALA
SRR4427287	bwa	Sars_cov_2	0	0	GALA
SRR4427287	kraken	Coronaviridae	0	0	GALA
SRR4427287	kraken	Rhinovirus	0	0	GALA
SRR4427287	kraken	Influenza	0	0	GALA
SRR4427287	kraken	Metapneumovirus	0	0	GALA
SRR4427287	kraken	Sars_cov_2	0	0	GALA
SRR4427288	pacific	Coronaviridae	1	6.608380748465203e-4	GALA
SRR4427288	pacific	Rhinovirus	1	6.608380748465203e-4	GALA
SRR4427288	pacific	Influenza	0	0	GALA
SRR4427288	pacific	Metapneumovirus	0	0	GALA
SRR4427288	pacific	Sars_cov_2	0	0	GALA
SRR4427288	bwa	Coronaviridae	0	0	GALA
SRR4427288	bwa	Rhinovirus	0	0	GALA
SRR4427288	bwa	Influenza	0	0	GALA
SRR4427288	bwa	Metapneumovirus	0	0	GALA
SRR4427288	bwa	Sars_cov_2	0	0	GALA
SRR4427288	kraken	Coronaviridae	0	0	GALA
SRR4427288	kraken	Rhinovirus	0	0	GALA
SRR4427288	kraken	Influenza	0	0	GALA
SRR4427288	kraken	Metapneumovirus	0	0	GALA
SRR4427288	kraken	Sars_cov_2	0	0	GALA
SRR4427289	pacific	Rhinovirus	4	0.0011865211200759373	GALA
SRR4427289	pacific	Coronaviridae	3	8.89890840056953e-4	GALA
SRR4427289	pacific	Influenza	0	0	GALA
SRR4427289	pacific	Metapneumovirus	0	0	GALA
SRR4427289	pacific	Sars_cov_2	0	0	GALA
SRR4427289	bwa	Rhinovirus	0	0	GALA
SRR4427289	bwa	Coronaviridae	0	0	GALA
SRR4427289	bwa	Influenza	0	0	GALA
SRR4427289	bwa	Metapneumovirus	0	0	GALA
SRR4427289	bwa	Sars_cov_2	0	0	GALA
SRR4427289	kraken	Rhinovirus	0	0	GALA
SRR4427289	kraken	Coronaviridae	0	0	GALA
SRR4427289	kraken	Influenza	0	0	GALA
SRR4427289	kraken	Metapneumovirus	0	0	GALA
SRR4427289	kraken	Sars_cov_2	0	0	GALA
SRR4427290	pacific	Rhinovirus	7	0.0019725588879276577	GALA
SRR4427290	pacific	Coronaviridae	1	2.8179412684680826e-4	GALA
SRR4427290	pacific	Influenza	0	0	GALA
SRR4427290	pacific	Metapneumovirus	0	0	GALA
SRR4427290	pacific	Sars_cov_2	0	0	GALA
SRR4427290	bwa	Rhinovirus	0	0	GALA
SRR4427290	bwa	Coronaviridae	0	0	GALA
SRR4427290	bwa	Influenza	0	0	GALA
SRR4427290	bwa	Metapneumovirus	0	0	GALA
SRR4427290	bwa	Sars_cov_2	0	0	GALA
SRR4427290	kraken	Rhinovirus	0	0	GALA
SRR4427290	kraken	Coronaviridae	0	0	GALA
SRR4427290	kraken	Influenza	0	0	GALA
SRR4427290	kraken	Metapneumovirus	0	0	GALA
SRR4427290	kraken	Sars_cov_2	0	0	GALA
SRR4427291	pacific	Coronaviridae	3	9.682572982393855e-4	GALA
SRR4427291	pacific	Rhinovirus	2	6.455048654929236e-4	GALA
SRR4427291	pacific	Influenza	0	0	GALA
SRR4427291	pacific	Metapneumovirus	0	0	GALA
SRR4427291	pacific	Sars_cov_2	0	0	GALA
SRR4427291	bwa	Coronaviridae	0	0	GALA
SRR4427291	bwa	Rhinovirus	0	0	GALA
SRR4427291	bwa	Influenza	0	0	GALA
SRR4427291	bwa	Metapneumovirus	0	0	GALA
SRR4427291	bwa	Sars_cov_2	0	0	GALA
SRR4427291	kraken	Coronaviridae	0	0	GALA
SRR4427291	kraken	Rhinovirus	0	0	GALA
SRR4427291	kraken	Influenza	0	0	GALA
SRR4427291	kraken	Metapneumovirus	0	0	GALA
SRR4427291	kraken	Sars_cov_2	0	0	GALA
SRR4427292	pacific	Coronaviridae	3	9.8745601706324e-4	GALA
SRR4427292	pacific	Rhinovirus	3	9.8745601706324e-4	GALA
SRR4427292	pacific	Influenza	0	0	GALA
SRR4427292	pacific	Metapneumovirus	0	0	GALA
SRR4427292	pacific	Sars_cov_2	0	0	GALA
SRR4427292	bwa	Coronaviridae	0	0	GALA
SRR4427292	bwa	Rhinovirus	0	0	GALA
SRR4427292	bwa	Influenza	0	0	GALA
SRR4427292	bwa	Metapneumovirus	0	0	GALA
SRR4427292	bwa	Sars_cov_2	0	0	GALA
SRR4427292	kraken	Coronaviridae	0	0	GALA
SRR4427292	kraken	Rhinovirus	0	0	GALA
SRR4427292	kraken	Influenza	0	0	GALA
SRR4427292	kraken	Metapneumovirus	0	0	GALA
SRR4427292	kraken	Sars_cov_2	0	0	GALA
SRR4427293	pacific	Rhinovirus	6	0.0012718385273805637	GALA
SRR4427293	pacific	Coronaviridae	2	4.2394617579352126e-4	GALA
SRR4427293	pacific	Influenza	0	0	GALA
SRR4427293	pacific	Metapneumovirus	0	0	GALA
SRR4427293	pacific	Sars_cov_2	0	0	GALA
SRR4427293	bwa	Rhinovirus	0	0	GALA
SRR4427293	bwa	Coronaviridae	0	0	GALA
SRR4427293	bwa	Influenza	0	0	GALA
SRR4427293	bwa	Metapneumovirus	0	0	GALA
SRR4427293	bwa	Sars_cov_2	0	0	GALA
SRR4427293	kraken	Rhinovirus	0	0	GALA
SRR4427293	kraken	Coronaviridae	1	2.1197308789676063e-4	GALA
SRR4427293	kraken	Influenza	0	0	GALA
SRR4427293	kraken	Metapneumovirus	0	0	GALA
SRR4427293	kraken	Sars_cov_2	0	0	GALA
SRR4427294	pacific	Rhinovirus	51	0.02496390024229668	GALA
SRR4427294	pacific	Coronaviridae	2	9.78976480090066e-4	GALA
SRR4427294	pacific	Influenza	0	0	GALA
SRR4427294	pacific	Metapneumovirus	0	0	GALA
SRR4427294	pacific	Sars_cov_2	0	0	GALA
SRR4427294	bwa	Rhinovirus	47	0.023005947282116548	GALA
SRR4427294	bwa	Coronaviridae	0	0	GALA
SRR4427294	bwa	Influenza	0	0	GALA
SRR4427294	bwa	Metapneumovirus	0	0	GALA
SRR4427294	bwa	Sars_cov_2	0	0	GALA
SRR4427294	kraken	Rhinovirus	43	0.021047994321936415	GALA
SRR4427294	kraken	Coronaviridae	0	0	GALA
SRR4427294	kraken	Influenza	0	0	GALA
SRR4427294	kraken	Metapneumovirus	0	0	GALA
SRR4427294	kraken	Sars_cov_2	0	0	GALA
SRR4427295	pacific	Rhinovirus	70	0.047368349822030344	GALA
SRR4427295	pacific	Coronaviridae	0	0	GALA
SRR4427295	pacific	Influenza	0	0	GALA
SRR4427295	pacific	Metapneumovirus	0	0	GALA
SRR4427295	pacific	Sars_cov_2	0	0	GALA
SRR4427295	bwa	Rhinovirus	72	0.048721731245516924	GALA
SRR4427295	bwa	Coronaviridae	0	0	GALA
SRR4427295	bwa	Influenza	0	0	GALA
SRR4427295	bwa	Metapneumovirus	0	0	GALA
SRR4427295	bwa	Sars_cov_2	0	0	GALA
SRR4427295	kraken	Rhinovirus	63	0.04263151483982731	GALA
SRR4427295	kraken	Coronaviridae	0	0	GALA
SRR4427295	kraken	Influenza	0	0	GALA
SRR4427295	kraken	Metapneumovirus	0	0	GALA
SRR4427295	kraken	Sars_cov_2	0	0	GALA
SRR4427296	pacific	Rhinovirus	39	0.013419955129175671	GALA
SRR4427296	pacific	Coronaviridae	0	0	GALA
SRR4427296	pacific	Influenza	0	0	GALA
SRR4427296	pacific	Metapneumovirus	0	0	GALA
SRR4427296	pacific	Sars_cov_2	0	0	GALA
SRR4427296	bwa	Rhinovirus	0	0	GALA
SRR4427296	bwa	Coronaviridae	0	0	GALA
SRR4427296	bwa	Influenza	0	0	GALA
SRR4427296	bwa	Metapneumovirus	0	0	GALA
SRR4427296	bwa	Sars_cov_2	0	0	GALA
SRR4427296	kraken	Rhinovirus	0	0	GALA
SRR4427296	kraken	Coronaviridae	0	0	GALA
SRR4427296	kraken	Influenza	0	0	GALA
SRR4427296	kraken	Metapneumovirus	0	0	GALA
SRR4427296	kraken	Sars_cov_2	0	0	GALA
SRR4895842	pacific	Coronaviridae	2	4.377938691346566e-4	Negative
SRR4895842	pacific	Influenza	0	0	Negative
SRR4895842	pacific	Metapneumovirus	0	0	Negative
SRR4895842	pacific	Rhinovirus	5	0.0010944846728366416	Negative
SRR4895842	pacific	Sars_cov_2	0	0	Negative
SRR4895842	bwa	Coronaviridae	11	0.0024078662802406114	Negative
SRR4895842	bwa	Influenza	0	0	Negative
SRR4895842	bwa	Metapneumovirus	0	0	Negative
SRR4895842	bwa	Rhinovirus	406	0.0888721554343353	Negative
SRR4895842	bwa	Sars_cov_2	1492	0.32659422637445384	Negative
SRR4895842	kraken	Coronaviridae	0	0	Negative
SRR4895842	kraken	Influenza	0	0	Negative
SRR4895842	kraken	Metapneumovirus	0	0	Negative
SRR4895842	kraken	Rhinovirus	0	0	Negative
SRR4895842	kraken	Sars_cov_2	0	0	Negative
SRR5375307	pacific	Coronaviridae	115	0.006391264308790322	Negative
SRR5375307	pacific	Influenza	0	0	Negative
SRR5375307	pacific	Metapneumovirus	0	0	Negative
SRR5375307	pacific	Rhinovirus	1	5.557621138078541e-5	Negative
SRR5375307	pacific	Sars_cov_2	0	0	Negative
SRR5375307	bwa	Coronaviridae	5	2.7788105690392705e-4	Negative
SRR5375307	bwa	Influenza	0	0	Negative
SRR5375307	bwa	Metapneumovirus	0	0	Negative
SRR5375307	bwa	Rhinovirus	56	0.003112267837323983	Negative
SRR5375307	bwa	Sars_cov_2	97	0.005390892503936186	Negative
SRR5375307	kraken	Coronaviridae	0	0	Negative
SRR5375307	kraken	Influenza	0	0	Negative
SRR5375307	kraken	Metapneumovirus	0	0	Negative
SRR5375307	kraken	Rhinovirus	0	0	Negative
SRR5375307	kraken	Sars_cov_2	0	0	Negative
SRR5515378	pacific	Coronaviridae	115	0.0014355512391927957	Negative
SRR5515378	pacific	Influenza	31	3.869746818693623e-4	Negative
SRR5515378	pacific	Metapneumovirus	0	0	Negative
SRR5515378	pacific	Rhinovirus	260	0.003245594106001104	Negative
SRR5515378	pacific	Sars_cov_2	0	0	Negative
SRR5515378	bwa	Coronaviridae	32	3.994577361232127e-4	Negative
SRR5515378	bwa	Influenza	0	0	Negative
SRR5515378	bwa	Metapneumovirus	0	0	Negative
SRR5515378	bwa	Rhinovirus	148	0.0018474920295698588	Negative
SRR5515378	bwa	Sars_cov_2	5153	0.0643251785700911	Negative
SRR5515378	kraken	Coronaviridae	34	4.2442384463091355e-4	Negative
SRR5515378	kraken	Influenza	1	1.2483054253850397e-5	Negative
SRR5515378	kraken	Metapneumovirus	1	1.2483054253850397e-5	Negative
SRR5515378	kraken	Rhinovirus	2	2.4966108507700795e-5	Negative
SRR5515378	kraken	Sars_cov_2	256	0.0031956618889857017	Negative
SRR6116514	pacific	Coronaviridae	107	8.353169508682963e-4	Negative
SRR6116514	pacific	Influenza	34	2.654278161637577e-4	Negative
SRR6116514	pacific	Metapneumovirus	0	0	Negative
SRR6116514	pacific	Rhinovirus	213	0.0016628272012611882	Negative
SRR6116514	pacific	Sars_cov_2	0	0	Negative
SRR6116514	bwa	Coronaviridae	0	0	Negative
SRR6116514	bwa	Influenza	0	0	Negative
SRR6116514	bwa	Metapneumovirus	0	0	Negative
SRR6116514	bwa	Rhinovirus	5	3.903350237702319e-5	Negative
SRR6116514	bwa	Sars_cov_2	25	1.9516751188511597e-4	Negative
SRR6116514	kraken	Coronaviridae	0	0	Negative
SRR6116514	kraken	Influenza	0	0	Negative
SRR6116514	kraken	Metapneumovirus	0	0	Negative
SRR6116514	kraken	Rhinovirus	0	0	Negative
SRR6116514	kraken	Sars_cov_2	0	0	Negative
SRR6411409	pacific	Coronaviridae	356	0.0010956669603320857	Negative
SRR6411409	pacific	Influenza	2	6.155432361416211e-6	Negative
SRR6411409	pacific	Metapneumovirus	0	0	Negative
SRR6411409	pacific	Rhinovirus	437	0.0013449619709694422	Negative
SRR6411409	pacific	Sars_cov_2	1	3.0777161807081056e-6	Negative
SRR6411409	bwa	Coronaviridae	1	3.0777161807081056e-6	Negative
SRR6411409	bwa	Influenza	0	0	Negative
SRR6411409	bwa	Metapneumovirus	0	0	Negative
SRR6411409	bwa	Rhinovirus	1	3.0777161807081056e-6	Negative
SRR6411409	bwa	Sars_cov_2	24	7.386518833699453e-5	Negative
SRR6411409	kraken	Coronaviridae	0	0	Negative
SRR6411409	kraken	Influenza	0	0	Negative
SRR6411409	kraken	Metapneumovirus	0	0	Negative
SRR6411409	kraken	Rhinovirus	0	0	Negative
SRR6411409	kraken	Sars_cov_2	0	0	Negative
SRR8927151	pacific	Coronaviridae	44	0.0011539739584794924	Negative
SRR8927151	pacific	Influenza	0	0	Negative
SRR8927151	pacific	Metapneumovirus	0	0	Negative
SRR8927151	pacific	Rhinovirus	99	0.002596441406578858	Negative
SRR8927151	pacific	Sars_cov_2	1	2.6226680874533918e-5	Negative
SRR8927151	bwa	Coronaviridae	21	5.507602983652123e-4	Negative
SRR8927151	bwa	Influenza	0	0	Negative
SRR8927151	bwa	Metapneumovirus	0	0	Negative
SRR8927151	bwa	Rhinovirus	180	0.004720802557416105	Negative
SRR8927151	bwa	Sars_cov_2	699	0.01833244993129921	Negative
SRR8927151	kraken	Coronaviridae	0	0	Negative
SRR8927151	kraken	Influenza	0	0	Negative
SRR8927151	kraken	Metapneumovirus	0	0	Negative
SRR8927151	kraken	Rhinovirus	11	2.884934896198731e-4	Negative
SRR8927151	kraken	Sars_cov_2	2	5.2453361749067835e-5	Negative
SRR8928257	pacific	Coronaviridae	26	9.334423306762538e-4	Negative
SRR8928257	pacific	Influenza	0	0	Negative
SRR8928257	pacific	Metapneumovirus	0	0	Negative
SRR8928257	pacific	Rhinovirus	27	9.693439587791867e-4	Negative
SRR8928257	pacific	Sars_cov_2	0	0	Negative
SRR8928257	bwa	Coronaviridae	16	5.744260496469254e-4	Negative
SRR8928257	bwa	Influenza	0	0	Negative
SRR8928257	bwa	Metapneumovirus	0	0	Negative
SRR8928257	bwa	Rhinovirus	134	0.0048108181657930005	Negative
SRR8928257	bwa	Sars_cov_2	784	0.028146876432699346	Negative
SRR8928257	kraken	Coronaviridae	26	9.334423306762538e-4	Negative
SRR8928257	kraken	Influenza	0	0	Negative
SRR8928257	kraken	Metapneumovirus	0	0	Negative
SRR8928257	kraken	Rhinovirus	0	0	Negative
SRR8928257	kraken	Sars_cov_2	0	0	Negative
